Entidad,B4-A-Siempre-Recuento,B4-A-Siempre-% del N de fila,B4-A-Siempre-% de N columnas,B4-A-Muchas veces-Recuento,B4-A-Muchas veces-% del N de fila,B4-A-Muchas veces-% de N columnas,B4-A-Pocas veces-Recuento,B4-A-Pocas veces-% del N de fila,B4-A-Pocas veces-% de N columnas,B4-A-Nunca-Recuento,B4-A-Nunca-% del N de fila,B4-A-Nunca-% de N columnas,B4-B-Siempre-Recuento,B4-B-Siempre-% del N de fila,B4-B-Siempre-% de N columnas,B4-B-Muchas veces-Recuento,B4-B-Muchas veces-% del N de fila,B4-B-Muchas veces-% de N columnas,B4-B-Pocas veces-Recuento,B4-B-Pocas veces-% del N de fila,B4-B-Pocas veces-% de N columnas,B4-B-Nunca-Recuento,B4-B-Nunca-% del N de fila,B4-B-Nunca-% de N columnas,B4-C-Siempre-Recuento,B4-C-Siempre-% del N de fila,B4-C-Siempre-% de N columnas,B4-C-Muchas veces-Recuento,B4-C-Muchas veces-% del N de fila,B4-C-Muchas veces-% de N columnas,B4-C-Pocas veces-Recuento,B4-C-Pocas veces-% del N de fila,B4-C-Pocas veces-% de N columnas,B4-C-Nunca-Recuento,B4-C-Nunca-% del N de fila,B4-C-Nunca-% de N columnas,B4-D-Siempre-Recuento,B4-D-Siempre-% del N de fila,B4-D-Siempre-% de N columnas,B4-D-Muchas veces-Recuento,B4-D-Muchas veces-% del N de fila,B4-D-Muchas veces-% de N columnas,B4-D-Pocas veces-Recuento,B4-D-Pocas veces-% del N de fila,B4-D-Pocas veces-% de N columnas,B4-D-Nunca-Recuento,B4-D-Nunca-% del N de fila,B4-D-Nunca-% de N columnas,B4-E-Siempre-Recuento,B4-E-Siempre-% del N de fila,B4-E-Siempre-% de N columnas,B4-E-Muchas veces-Recuento,B4-E-Muchas veces-% del N de fila,B4-E-Muchas veces-% de N columnas,B4-E-Pocas veces-Recuento,B4-E-Pocas veces-% del N de fila,B4-E-Pocas veces-% de N columnas,B4-E-Nunca-Recuento,B4-E-Nunca-% del N de fila,B4-E-Nunca-% de N columnas,B4-F-Siempre-Recuento,B4-F-Siempre-% del N de fila,B4-F-Siempre-% de N columnas,B4-F-Muchas veces-Recuento,B4-F-Muchas veces-% del N de fila,B4-F-Muchas veces-% de N columnas,B4-F-Pocas veces-Recuento,B4-F-Pocas veces-% del N de fila,B4-F-Pocas veces-% de N columnas,B4-F-Nunca-Recuento,B4-F-Nunca-% del N de fila,B4-F-Nunca-% de N columnas,B4-G-Siempre-Recuento,B4-G-Siempre-% del N de fila,B4-G-Siempre-% de N columnas,B4-G-Muchas veces-Recuento,B4-G-Muchas veces-% del N de fila,B4-G-Muchas veces-% de N columnas,B4-G-Pocas veces-Recuento,B4-G-Pocas veces-% del N de fila,B4-G-Pocas veces-% de N columnas,B4-G-Nunca-Recuento,B4-G-Nunca-% del N de fila,B4-G-Nunca-% de N columnas,B4-H-Siempre-Recuento,B4-H-Siempre-% del N de fila,B4-H-Siempre-% de N columnas,B4-H-Muchas veces-Recuento,B4-H-Muchas veces-% del N de fila,B4-H-Muchas veces-% de N columnas,B4-H-Pocas veces-Recuento,B4-H-Pocas veces-% del N de fila,B4-H-Pocas veces-% de N columnas,B4-H-Nunca-Recuento,B4-H-Nunca-% del N de fila,B4-H-Nunca-% de N columnas,B4-I-Siempre-Recuento,B4-I-Siempre-% del N de fila,B4-I-Siempre-% de N columnas,B4-I-Muchas veces-Recuento,B4-I-Muchas veces-% del N de fila,B4-I-Muchas veces-% de N columnas,B4-I-Pocas veces-Recuento,B4-I-Pocas veces-% del N de fila,B4-I-Pocas veces-% de N columnas,B4-I-Nunca-Recuento,B4-I-Nunca-% del N de fila,B4-I-Nunca-% de N columnas,B4-J-Siempre-Recuento,B4-J-Siempre-% del N de fila,B4-J-Siempre-% de N columnas,B4-J-Muchas veces-Recuento,B4-J-Muchas veces-% del N de fila,B4-J-Muchas veces-% de N columnas,B4-J-Pocas veces-Recuento,B4-J-Pocas veces-% del N de fila,B4-J-Pocas veces-% de N columnas,B4-J-Nunca-Recuento,B4-J-Nunca-% del N de fila,B4-J-Nunca-% de N columnas,B4-K-Siempre-Recuento,B4-K-Siempre-% del N de fila,B4-K-Siempre-% de N columnas,B4-K-Muchas veces-Recuento,B4-K-Muchas veces-% del N de fila,B4-K-Muchas veces-% de N columnas,B4-K-Pocas veces-Recuento,B4-K-Pocas veces-% del N de fila,B4-K-Pocas veces-% de N columnas,B4-K-Nunca-Recuento,B4-K-Nunca-% del N de fila,B4-K-Nunca-% de N columnas
Hombre,6078.00,0.49,0.45,4417.00,0.36,0.42,1879.00,0.15,0.37,83.00,0.01,0.35,6983.00,0.56,0.43,4630.00,0.37,0.42,817.00,0.07,0.40,27.00,0.00,0.29,1863.00,0.15,0.43,2499.00,0.20,0.43,5850.00,0.47,0.41,2245.00,0.18,0.44,4901.00,0.39,0.43,5211.00,0.42,0.43,2197.00,0.18,0.39,148.00,0.01,0.39,4831.00,0.39,0.43,5541.00,0.45,0.43,1968.00,0.16,0.38,116.00,0.01,0.35,1485.00,0.12,0.46,2646.00,0.21,0.43,5165.00,0.42,0.41,3160.00,0.25,0.41,4606.00,0.37,0.44,5482.00,0.44,0.42,2128.00,0.17,0.40,240.00,0.02,0.39,4512.00,0.36,0.45,5726.00,0.46,0.42,2072.00,0.17,0.39,146.00,0.01,0.37,5238.00,0.42,0.43,5666.00,0.46,0.43,1442.00,0.12,0.40,110.00,0.01,0.47,5501.00,0.44,0.42,5365.00,0.43,0.43,1496.00,0.12,0.40,94.00,0.01,0.37,5121.00,0.41,0.44,5573.00,0.45,0.42,1611.00,0.13,0.38,151.00,0.01,0.38
Mujer,7539.00,0.44,0.55,6203.00,0.36,0.58,3178.00,0.19,0.63,156.00,0.01,0.65,9293.00,0.54,0.57,6500.00,0.38,0.58,1216.00,0.07,0.60,66.00,0.00,0.71,2498.00,0.15,0.57,3323.00,0.20,0.57,8388.00,0.49,0.59,2866.00,0.17,0.56,6596.00,0.39,0.57,6849.00,0.40,0.57,3402.00,0.20,0.61,229.00,0.01,0.61,6372.00,0.37,0.57,7306.00,0.43,0.57,3182.00,0.19,0.62,215.00,0.01,0.65,1780.00,0.10,0.55,3451.00,0.20,0.57,7297.00,0.43,0.59,4548.00,0.27,0.59,5957.00,0.35,0.56,7522.00,0.44,0.58,3223.00,0.19,0.60,373.00,0.02,0.61,5572.00,0.33,0.55,7953.00,0.47,0.58,3305.00,0.19,0.62,244.00,0.01,0.63,7092.00,0.42,0.58,7679.00,0.45,0.58,2179.00,0.13,0.60,124.00,0.01,0.53,7461.00,0.44,0.58,7205.00,0.42,0.57,2247.00,0.13,0.60,160.00,0.01,0.63,6624.00,0.39,0.56,7603.00,0.45,0.58,2602.00,0.15,0.62,244.00,0.01,0.62
18 a 20 años,125.00,0.55,0.01,68.00,0.30,0.01,35.00,0.15,0.01,1.00,0.00,0.00,151.00,0.66,0.01,63.00,0.28,0.01,14.00,0.06,0.01,1.00,0.00,0.01,46.00,0.20,0.01,44.00,0.19,0.01,96.00,0.42,0.01,43.00,0.19,0.01,109.00,0.48,0.01,81.00,0.35,0.01,33.00,0.14,0.01,6.00,0.03,0.02,110.00,0.48,0.01,85.00,0.37,0.01,29.00,0.13,0.01,5.00,0.02,0.02,43.00,0.19,0.01,47.00,0.21,0.01,81.00,0.35,0.01,58.00,0.25,0.01,99.00,0.43,0.01,90.00,0.39,0.01,35.00,0.15,0.01,5.00,0.02,0.01,109.00,0.48,0.01,84.00,0.37,0.01,33.00,0.14,0.01,3.00,0.01,0.01,127.00,0.56,0.01,74.00,0.32,0.01,27.00,0.12,0.01,1.00,0.00,0.00,119.00,0.52,0.01,75.00,0.33,0.01,30.00,0.13,0.01,5.00,0.02,0.02,116.00,0.51,0.01,85.00,0.37,0.01,25.00,0.11,0.01,3.00,0.01,0.01
21 a 30 años,1650.00,0.46,0.12,1262.00,0.35,0.12,631.00,0.18,0.13,47.00,0.01,0.20,2015.00,0.56,0.12,1295.00,0.36,0.12,267.00,0.07,0.13,13.00,0.00,0.14,672.00,0.19,0.15,724.00,0.20,0.12,1526.00,0.43,0.11,668.00,0.19,0.13,1517.00,0.42,0.13,1444.00,0.40,0.12,581.00,0.16,0.10,48.00,0.01,0.13,1450.00,0.40,0.13,1511.00,0.42,0.12,577.00,0.16,0.11,52.00,0.01,0.16,509.00,0.14,0.16,772.00,0.22,0.13,1341.00,0.37,0.11,968.00,0.27,0.13,1351.00,0.38,0.13,1565.00,0.44,0.12,592.00,0.17,0.11,82.00,0.02,0.13,1306.00,0.36,0.13,1547.00,0.43,0.11,673.00,0.19,0.13,63.00,0.02,0.16,1545.00,0.43,0.13,1548.00,0.43,0.12,459.00,0.13,0.13,37.00,0.01,0.16,1569.00,0.44,0.12,1552.00,0.43,0.12,434.00,0.12,0.12,34.00,0.01,0.13,1484.00,0.41,0.13,1537.00,0.43,0.12,500.00,0.14,0.12,68.00,0.02,0.17
31 a 40 años,4045.00,0.42,0.30,3642.00,0.38,0.34,1816.00,0.19,0.36,96.00,0.01,0.40,4965.00,0.52,0.31,3905.00,0.41,0.35,690.00,0.07,0.34,39.00,0.00,0.42,1644.00,0.17,0.38,2087.00,0.22,0.36,4441.00,0.46,0.31,1427.00,0.15,0.28,3606.00,0.38,0.31,4072.00,0.42,0.34,1794.00,0.19,0.32,127.00,0.01,0.34,3409.00,0.36,0.30,4301.00,0.45,0.34,1773.00,0.19,0.34,116.00,0.01,0.35,1151.00,0.12,0.35,2076.00,0.22,0.34,4034.00,0.42,0.32,2338.00,0.24,0.30,3147.00,0.33,0.30,4447.00,0.46,0.34,1792.00,0.19,0.34,213.00,0.02,0.35,2914.00,0.30,0.29,4553.00,0.47,0.33,1974.00,0.21,0.37,158.00,0.02,0.41,3758.00,0.39,0.31,4437.00,0.46,0.33,1308.00,0.14,0.36,96.00,0.01,0.41,3901.00,0.41,0.30,4306.00,0.45,0.34,1301.00,0.14,0.35,91.00,0.01,0.36,3490.00,0.36,0.30,4424.00,0.46,0.34,1536.00,0.16,0.37,149.00,0.02,0.38
41 a 50 años,4225.00,0.45,0.31,3409.00,0.36,0.32,1666.00,0.18,0.33,63.00,0.01,0.26,5025.00,0.54,0.31,3648.00,0.39,0.33,664.00,0.07,0.33,25.00,0.00,0.27,1291.00,0.14,0.30,1888.00,0.20,0.32,4683.00,0.50,0.33,1501.00,0.16,0.29,3455.00,0.37,0.30,3821.00,0.41,0.32,1972.00,0.21,0.35,115.00,0.01,0.31,3382.00,0.36,0.30,4126.00,0.44,0.32,1751.00,0.19,0.34,102.00,0.01,0.31,955.00,0.10,0.29,2015.00,0.22,0.33,4059.00,0.43,0.33,2333.00,0.25,0.30,3200.00,0.34,0.30,4139.00,0.44,0.32,1828.00,0.20,0.34,195.00,0.02,0.32,3037.00,0.32,0.30,4467.00,0.48,0.33,1738.00,0.19,0.32,120.00,0.01,0.31,3754.00,0.40,0.30,4363.00,0.47,0.33,1185.00,0.13,0.33,60.00,0.01,0.26,4023.00,0.43,0.31,4031.00,0.43,0.32,1229.00,0.13,0.33,78.00,0.01,0.31,3599.00,0.38,0.31,4281.00,0.46,0.33,1367.00,0.15,0.32,114.00,0.01,0.29
51 a 60 años,3012.00,0.52,0.22,1926.00,0.34,0.18,794.00,0.14,0.16,25.00,0.00,0.11,3487.00,0.61,0.21,1920.00,0.33,0.17,337.00,0.06,0.17,13.00,0.00,0.14,616.00,0.11,0.14,930.00,0.16,0.16,2981.00,0.52,0.21,1229.00,0.21,0.24,2375.00,0.41,0.21,2271.00,0.39,0.19,1046.00,0.18,0.19,65.00,0.01,0.17,2389.00,0.42,0.21,2438.00,0.42,0.19,884.00,0.15,0.17,46.00,0.01,0.14,536.00,0.09,0.16,1023.00,0.18,0.17,2527.00,0.44,0.20,1671.00,0.29,0.22,2321.00,0.40,0.22,2368.00,0.41,0.18,968.00,0.17,0.18,99.00,0.02,0.16,2262.00,0.39,0.22,2625.00,0.46,0.19,832.00,0.15,0.16,37.00,0.01,0.10,2634.00,0.46,0.21,2538.00,0.44,0.19,553.00,0.10,0.15,31.00,0.01,0.13,2820.00,0.49,0.22,2270.00,0.39,0.18,627.00,0.11,0.17,39.00,0.01,0.15,2562.00,0.45,0.22,2455.00,0.43,0.19,692.00,0.12,0.16,47.00,0.01,0.12
61 a 70 años,535.00,0.57,0.04,298.00,0.32,0.03,105.00,0.11,0.02,7.00,0.01,0.03,606.00,0.64,0.04,283.00,0.30,0.03,54.00,0.06,0.03,2.00,0.00,0.02,87.00,0.09,0.02,139.00,0.15,0.02,486.00,0.51,0.03,233.00,0.25,0.05,408.00,0.43,0.04,356.00,0.38,0.03,166.00,0.18,0.03,15.00,0.02,0.04,442.00,0.47,0.04,363.00,0.38,0.03,130.00,0.14,0.03,10.00,0.01,0.03,69.00,0.07,0.02,155.00,0.16,0.03,399.00,0.42,0.03,322.00,0.34,0.04,423.00,0.45,0.04,372.00,0.39,0.03,131.00,0.14,0.02,19.00,0.02,0.03,433.00,0.46,0.04,385.00,0.41,0.03,118.00,0.13,0.02,9.00,0.01,0.02,486.00,0.51,0.04,367.00,0.39,0.03,83.00,0.09,0.02,9.00,0.01,0.04,505.00,0.53,0.04,323.00,0.34,0.03,112.00,0.12,0.03,5.00,0.01,0.02,472.00,0.50,0.04,372.00,0.39,0.03,87.00,0.09,0.02,14.00,0.02,0.04
71 a 80 años,25.00,0.50,0.00,15.00,0.30,0.00,10.00,0.20,0.00,0.00,0.00,0.00,27.00,0.54,0.00,16.00,0.32,0.00,7.00,0.14,0.00,0.00,0.00,0.00,5.00,0.10,0.00,10.00,0.20,0.00,25.00,0.50,0.00,10.00,0.20,0.00,27.00,0.54,0.00,15.00,0.30,0.00,7.00,0.14,0.00,1.00,0.02,0.00,21.00,0.42,0.00,23.00,0.46,0.00,6.00,0.12,0.00,0.00,0.00,0.00,2.00,0.04,0.00,9.00,0.18,0.00,21.00,0.42,0.00,18.00,0.36,0.00,22.00,0.44,0.00,23.00,0.46,0.00,5.00,0.10,0.00,0.00,0.00,0.00,23.00,0.46,0.00,18.00,0.36,0.00,9.00,0.18,0.00,0.00,0.00,0.00,26.00,0.52,0.00,18.00,0.36,0.00,6.00,0.12,0.00,0.00,0.00,0.00,25.00,0.50,0.00,13.00,0.26,0.00,10.00,0.20,0.00,2.00,0.04,0.01,22.00,0.44,0.00,22.00,0.44,0.00,6.00,0.12,0.00,0.00,0.00,0.00
81 a 90 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91 a 99 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Preparatoria, bachillerato o carrera técnica",391.00,0.56,0.03,218.00,0.31,0.02,79.00,0.11,0.02,6.00,0.01,0.03,430.00,0.62,0.03,222.00,0.32,0.02,40.00,0.06,0.02,2.00,0.00,0.02,84.00,0.12,0.02,117.00,0.17,0.02,336.00,0.48,0.02,157.00,0.23,0.03,298.00,0.43,0.03,272.00,0.39,0.02,116.00,0.17,0.02,8.00,0.01,0.02,290.00,0.42,0.03,313.00,0.45,0.02,86.00,0.12,0.02,5.00,0.01,0.02,72.00,0.10,0.02,127.00,0.18,0.02,297.00,0.43,0.02,198.00,0.29,0.03,285.00,0.41,0.03,285.00,0.41,0.02,109.00,0.16,0.02,15.00,0.02,0.02,287.00,0.41,0.03,317.00,0.46,0.02,83.00,0.12,0.02,7.00,0.01,0.02,317.00,0.46,0.03,318.00,0.46,0.02,56.00,0.08,0.02,3.00,0.00,0.01,361.00,0.52,0.03,260.00,0.38,0.02,67.00,0.10,0.02,6.00,0.01,0.02,329.00,0.47,0.03,290.00,0.42,0.02,69.00,0.10,0.02,6.00,0.01,0.02
Normal básica sin licenciatura,73.00,0.48,0.01,56.00,0.37,0.01,23.00,0.15,0.01,1.00,0.01,0.00,85.00,0.56,0.01,53.00,0.35,0.01,15.00,0.10,0.01,0.00,0.00,0.00,30.00,0.20,0.01,22.00,0.14,0.00,77.00,0.50,0.01,24.00,0.16,0.01,62.00,0.41,0.01,61.00,0.40,0.01,27.00,0.18,0.01,3.00,0.02,0.01,58.00,0.38,0.01,65.00,0.43,0.01,29.00,0.19,0.01,1.00,0.01,0.00,22.00,0.14,0.01,32.00,0.21,0.01,61.00,0.40,0.01,38.00,0.25,0.01,56.00,0.37,0.01,59.00,0.39,0.01,34.00,0.22,0.01,4.00,0.03,0.01,52.00,0.34,0.01,69.00,0.45,0.01,31.00,0.20,0.01,1.00,0.01,0.00,64.00,0.42,0.01,71.00,0.46,0.01,16.00,0.11,0.00,2.00,0.01,0.01,67.00,0.44,0.01,65.00,0.43,0.01,20.00,0.13,0.01,1.00,0.01,0.00,63.00,0.41,0.01,68.00,0.44,0.01,21.00,0.14,0.01,1.00,0.01,0.00
Normal superior,2121.00,0.49,0.16,1521.00,0.35,0.14,668.00,0.15,0.13,29.00,0.01,0.12,2501.00,0.58,0.15,1549.00,0.36,0.14,276.00,0.06,0.14,13.00,0.00,0.14,570.00,0.13,0.13,817.00,0.19,0.14,2208.00,0.51,0.16,744.00,0.17,0.15,1776.00,0.41,0.15,1735.00,0.40,0.14,776.00,0.18,0.14,52.00,0.01,0.14,1747.00,0.40,0.16,1858.00,0.43,0.15,691.00,0.16,0.13,42.00,0.01,0.13,422.00,0.10,0.13,840.00,0.19,0.14,1863.00,0.43,0.15,1214.00,0.28,0.16,1634.00,0.38,0.16,1874.00,0.43,0.14,752.00,0.17,0.14,79.00,0.02,0.13,1545.00,0.36,0.15,2037.00,0.47,0.15,709.00,0.16,0.13,48.00,0.01,0.12,1880.00,0.43,0.15,1952.00,0.45,0.15,479.00,0.11,0.13,28.00,0.01,0.12,2020.00,0.47,0.16,1809.00,0.42,0.14,483.00,0.11,0.13,27.00,0.01,0.11,1865.00,0.43,0.16,1901.00,0.44,0.14,527.00,0.12,0.13,46.00,0.01,0.12
Normal Intercultural Bilingüe,7.00,0.47,0.00,6.00,0.40,0.00,2.00,0.13,0.00,0.00,0.00,0.00,6.00,0.40,0.00,7.00,0.47,0.00,2.00,0.13,0.00,0.00,0.00,0.00,1.00,0.07,0.00,4.00,0.27,0.00,9.00,0.60,0.00,1.00,0.07,0.00,7.00,0.47,0.00,6.00,0.40,0.00,1.00,0.07,0.00,1.00,0.07,0.00,7.00,0.47,0.00,7.00,0.47,0.00,1.00,0.07,0.00,0.00,0.00,0.00,2.00,0.13,0.00,3.00,0.20,0.00,7.00,0.47,0.00,3.00,0.20,0.00,7.00,0.47,0.00,4.00,0.27,0.00,4.00,0.27,0.00,0.00,0.00,0.00,3.00,0.20,0.00,11.00,0.73,0.00,1.00,0.07,0.00,0.00,0.00,0.00,3.00,0.20,0.00,9.00,0.60,0.00,3.00,0.20,0.00,0.00,0.00,0.00,6.00,0.40,0.00,7.00,0.47,0.00,2.00,0.13,0.00,0.00,0.00,0.00,8.00,0.53,0.00,5.00,0.33,0.00,2.00,0.13,0.00,0.00,0.00,0.00
Licenciatura,7463.00,0.47,0.55,5755.00,0.36,0.54,2694.00,0.17,0.53,131.00,0.01,0.55,8943.00,0.56,0.55,5999.00,0.37,0.54,1057.00,0.07,0.52,43.00,0.00,0.46,2326.00,0.15,0.53,3106.00,0.19,0.53,7726.00,0.48,0.54,2885.00,0.18,0.56,6319.00,0.39,0.55,6562.00,0.41,0.54,2985.00,0.19,0.53,177.00,0.01,0.47,6084.00,0.38,0.54,7050.00,0.44,0.55,2728.00,0.17,0.53,181.00,0.01,0.55,1742.00,0.11,0.53,3249.00,0.20,0.53,6721.00,0.42,0.54,4331.00,0.27,0.56,5842.00,0.36,0.55,7051.00,0.44,0.54,2836.00,0.18,0.53,313.00,0.02,0.51,5602.00,0.35,0.56,7375.00,0.46,0.54,2855.00,0.18,0.53,209.00,0.01,0.54,6702.00,0.42,0.54,7291.00,0.46,0.55,1934.00,0.12,0.53,114.00,0.01,0.49,7133.00,0.45,0.55,6838.00,0.43,0.54,1945.00,0.12,0.52,124.00,0.01,0.49,6409.00,0.40,0.55,7200.00,0.45,0.55,2229.00,0.14,0.53,202.00,0.01,0.51
Especialidad,325.00,0.44,0.02,265.00,0.36,0.03,144.00,0.19,0.03,11.00,0.02,0.05,384.00,0.52,0.02,289.00,0.39,0.03,66.00,0.09,0.03,6.00,0.01,0.07,118.00,0.16,0.03,172.00,0.23,0.03,328.00,0.44,0.02,127.00,0.17,0.03,300.00,0.40,0.03,275.00,0.37,0.02,153.00,0.21,0.03,17.00,0.02,0.05,267.00,0.36,0.02,335.00,0.45,0.03,132.00,0.18,0.03,11.00,0.02,0.03,102.00,0.14,0.03,169.00,0.23,0.03,287.00,0.39,0.02,187.00,0.25,0.02,243.00,0.33,0.02,336.00,0.45,0.03,145.00,0.20,0.03,21.00,0.03,0.03,250.00,0.34,0.03,328.00,0.44,0.02,153.00,0.21,0.03,14.00,0.02,0.04,315.00,0.42,0.03,316.00,0.42,0.02,100.00,0.13,0.03,14.00,0.02,0.06,326.00,0.44,0.03,301.00,0.40,0.02,110.00,0.15,0.03,8.00,0.01,0.03,297.00,0.40,0.03,316.00,0.42,0.02,121.00,0.16,0.03,11.00,0.02,0.03
Maestría,2886.00,0.43,0.21,2543.00,0.38,0.24,1286.00,0.19,0.25,55.00,0.01,0.23,3513.00,0.52,0.22,2711.00,0.40,0.24,521.00,0.08,0.26,25.00,0.00,0.27,1110.00,0.16,0.26,1404.00,0.21,0.24,3200.00,0.47,0.23,1055.00,0.16,0.21,2445.00,0.36,0.21,2838.00,0.42,0.24,1380.00,0.20,0.25,107.00,0.02,0.28,2453.00,0.36,0.22,2918.00,0.43,0.23,1321.00,0.20,0.26,77.00,0.01,0.23,797.00,0.12,0.24,1505.00,0.22,0.25,2912.00,0.43,0.23,1555.00,0.23,0.20,2217.00,0.33,0.21,3070.00,0.45,0.24,1322.00,0.20,0.25,160.00,0.02,0.26,2075.00,0.31,0.21,3215.00,0.48,0.24,1385.00,0.21,0.26,94.00,0.01,0.24,2710.00,0.40,0.22,3090.00,0.46,0.23,906.00,0.13,0.25,63.00,0.01,0.27,2728.00,0.40,0.21,2967.00,0.44,0.24,995.00,0.15,0.27,79.00,0.01,0.31,2466.00,0.36,0.21,3087.00,0.46,0.23,1106.00,0.16,0.26,110.00,0.02,0.28
Doctorado,333.00,0.45,0.02,251.00,0.34,0.02,156.00,0.21,0.03,6.00,0.01,0.03,395.00,0.53,0.02,293.00,0.39,0.03,54.00,0.07,0.03,4.00,0.01,0.04,114.00,0.15,0.03,174.00,0.23,0.03,344.00,0.46,0.02,114.00,0.15,0.02,276.00,0.37,0.02,302.00,0.41,0.03,156.00,0.21,0.03,12.00,0.02,0.03,285.00,0.38,0.03,291.00,0.39,0.02,156.00,0.21,0.03,14.00,0.02,0.04,98.00,0.13,0.03,164.00,0.22,0.03,306.00,0.41,0.03,178.00,0.24,0.02,267.00,0.36,0.03,316.00,0.42,0.02,142.00,0.19,0.03,21.00,0.03,0.03,257.00,0.35,0.03,320.00,0.43,0.02,152.00,0.20,0.03,17.00,0.02,0.04,325.00,0.44,0.03,291.00,0.39,0.02,120.00,0.16,0.03,10.00,0.01,0.04,307.00,0.41,0.02,317.00,0.43,0.03,113.00,0.15,0.03,9.00,0.01,0.04,294.00,0.39,0.03,302.00,0.41,0.02,131.00,0.18,0.03,19.00,0.03,0.05
Posdoctorado,18.00,0.64,0.00,5.00,0.18,0.00,5.00,0.18,0.00,0.00,0.00,0.00,19.00,0.68,0.00,7.00,0.25,0.00,2.00,0.07,0.00,0.00,0.00,0.00,8.00,0.29,0.00,6.00,0.21,0.00,10.00,0.36,0.00,4.00,0.14,0.00,14.00,0.50,0.00,9.00,0.32,0.00,5.00,0.18,0.00,0.00,0.00,0.00,12.00,0.43,0.00,10.00,0.36,0.00,6.00,0.21,0.00,0.00,0.00,0.00,8.00,0.29,0.00,8.00,0.29,0.00,8.00,0.29,0.00,4.00,0.14,0.00,12.00,0.43,0.00,9.00,0.32,0.00,7.00,0.25,0.00,0.00,0.00,0.00,13.00,0.46,0.00,7.00,0.25,0.00,8.00,0.29,0.00,0.00,0.00,0.00,14.00,0.50,0.00,7.00,0.25,0.00,7.00,0.25,0.00,0.00,0.00,0.00,14.00,0.50,0.00,6.00,0.21,0.00,8.00,0.29,0.00,0.00,0.00,0.00,14.00,0.50,0.00,7.00,0.25,0.00,7.00,0.25,0.00,0.00,0.00,0.00
Menor o igual a 10,4199.00,0.45,0.31,3405.00,0.36,0.32,1686.00,0.18,0.33,100.00,0.01,0.42,5199.00,0.55,0.32,3521.00,0.38,0.32,634.00,0.07,0.31,35.00,0.00,0.38,1606.00,0.17,0.37,1919.00,0.20,0.33,4216.00,0.45,0.30,1649.00,0.18,0.32,3788.00,0.40,0.33,3817.00,0.41,0.32,1660.00,0.18,0.30,125.00,0.01,0.33,3593.00,0.38,0.32,4000.00,0.43,0.31,1676.00,0.18,0.33,121.00,0.01,0.37,1168.00,0.12,0.36,1938.00,0.21,0.32,3746.00,0.40,0.30,2538.00,0.27,0.33,3377.00,0.36,0.32,4179.00,0.45,0.32,1623.00,0.17,0.30,211.00,0.02,0.34,3196.00,0.34,0.32,4229.00,0.45,0.31,1798.00,0.19,0.33,167.00,0.02,0.43,3948.00,0.42,0.32,4131.00,0.44,0.31,1219.00,0.13,0.34,92.00,0.01,0.39,4083.00,0.44,0.32,4024.00,0.43,0.32,1208.00,0.13,0.32,75.00,0.01,0.30,3749.00,0.40,0.32,4145.00,0.44,0.32,1339.00,0.14,0.32,157.00,0.02,0.40
