Entidad,B4-A-Muy difícil-Recuento,B4-A-Muy difícil-% del N de fila,B4-A-Muy difícil-% de N columnas,B4-A-Difícil-Recuento,B4-A-Difícil-% del N de fila,B4-A-Difícil-% de N columnas,B4-A-Poco difícil-Recuento,B4-A-Poco difícil-% del N de fila,B4-A-Poco difícil-% de N columnas,B4-A-Nada difícil-Recuento,B4-A-Nada difícil-% del N de fila,B4-A-Nada difícil-% de N columnas,B4-B-Muy difícil-Recuento,B4-B-Muy difícil-% del N de fila,B4-B-Muy difícil-% de N columnas,B4-B-Difícil-Recuento,B4-B-Difícil-% del N de fila,B4-B-Difícil-% de N columnas,B4-B-Poco difícil-Recuento,B4-B-Poco difícil-% del N de fila,B4-B-Poco difícil-% de N columnas,B4-B-Nada difícil-Recuento,B4-B-Nada difícil-% del N de fila,B4-B-Nada difícil-% de N columnas,B4-C-Muy difícil-Recuento,B4-C-Muy difícil-% del N de fila,B4-C-Muy difícil-% de N columnas,B4-C-Difícil-Recuento,B4-C-Difícil-% del N de fila,B4-C-Difícil-% de N columnas,B4-C-Poco difícil-Recuento,B4-C-Poco difícil-% del N de fila,B4-C-Poco difícil-% de N columnas,B4-C-Nada difícil-Recuento,B4-C-Nada difícil-% del N de fila,B4-C-Nada difícil-% de N columnas,B4-D-Muy difícil-Recuento,B4-D-Muy difícil-% del N de fila,B4-D-Muy difícil-% de N columnas,B4-D-Difícil-Recuento,B4-D-Difícil-% del N de fila,B4-D-Difícil-% de N columnas,B4-D-Poco difícil-Recuento,B4-D-Poco difícil-% del N de fila,B4-D-Poco difícil-% de N columnas,B4-D-Nada difícil-Recuento,B4-D-Nada difícil-% del N de fila,B4-D-Nada difícil-% de N columnas,B4-E-Muy difícil-Recuento,B4-E-Muy difícil-% del N de fila,B4-E-Muy difícil-% de N columnas,B4-E-Difícil-Recuento,B4-E-Difícil-% del N de fila,B4-E-Difícil-% de N columnas,B4-E-Poco difícil-Recuento,B4-E-Poco difícil-% del N de fila,B4-E-Poco difícil-% de N columnas,B4-E-Nada difícil-Recuento,B4-E-Nada difícil-% del N de fila,B4-E-Nada difícil-% de N columnas,B4-F-Muy difícil-Recuento,B4-F-Muy difícil-% del N de fila,B4-F-Muy difícil-% de N columnas,B4-F-Difícil-Recuento,B4-F-Difícil-% del N de fila,B4-F-Difícil-% de N columnas,B4-F-Poco difícil-Recuento,B4-F-Poco difícil-% del N de fila,B4-F-Poco difícil-% de N columnas,B4-F-Nada difícil-Recuento,B4-F-Nada difícil-% del N de fila,B4-F-Nada difícil-% de N columnas,B4-G-Muy difícil-Recuento,B4-G-Muy difícil-% del N de fila,B4-G-Muy difícil-% de N columnas,B4-G-Difícil-Recuento,B4-G-Difícil-% del N de fila,B4-G-Difícil-% de N columnas,B4-G-Poco difícil-Recuento,B4-G-Poco difícil-% del N de fila,B4-G-Poco difícil-% de N columnas,B4-G-Nada difícil-Recuento,B4-G-Nada difícil-% del N de fila,B4-G-Nada difícil-% de N columnas,B4-H-Muy difícil-Recuento,B4-H-Muy difícil-% del N de fila,B4-H-Muy difícil-% de N columnas,B4-H-Difícil-Recuento,B4-H-Difícil-% del N de fila,B4-H-Difícil-% de N columnas,B4-H-Poco difícil-Recuento,B4-H-Poco difícil-% del N de fila,B4-H-Poco difícil-% de N columnas,B4-H-Nada difícil-Recuento,B4-H-Nada difícil-% del N de fila,B4-H-Nada difícil-% de N columnas,B4-I-Muy difícil-Recuento,B4-I-Muy difícil-% del N de fila,B4-I-Muy difícil-% de N columnas,B4-I-Difícil-Recuento,B4-I-Difícil-% del N de fila,B4-I-Difícil-% de N columnas,B4-I-Poco difícil-Recuento,B4-I-Poco difícil-% del N de fila,B4-I-Poco difícil-% de N columnas,B4-I-Nada difícil-Recuento,B4-I-Nada difícil-% del N de fila,B4-I-Nada difícil-% de N columnas,B4-J-Muy difícil-Recuento,B4-J-Muy difícil-% del N de fila,B4-J-Muy difícil-% de N columnas,B4-J-Difícil-Recuento,B4-J-Difícil-% del N de fila,B4-J-Difícil-% de N columnas,B4-J-Poco difícil-Recuento,B4-J-Poco difícil-% del N de fila,B4-J-Poco difícil-% de N columnas,B4-J-Nada difícil-Recuento,B4-J-Nada difícil-% del N de fila,B4-J-Nada difícil-% de N columnas,B4-K-Muy difícil-Recuento,B4-K-Muy difícil-% del N de fila,B4-K-Muy difícil-% de N columnas,B4-K-Difícil-Recuento,B4-K-Difícil-% del N de fila,B4-K-Difícil-% de N columnas,B4-K-Poco difícil-Recuento,B4-K-Poco difícil-% del N de fila,B4-K-Poco difícil-% de N columnas,B4-K-Nada difícil-Recuento,B4-K-Nada difícil-% del N de fila,B4-K-Nada difícil-% de N columnas
Hombre,240.000,0.070,0.299,1403.000,0.408,0.310,1582.000,0.460,0.298,216.000,0.063,0.270,230.000,0.067,0.285,1132.000,0.329,0.308,1672.000,0.486,0.301,407.000,0.118,0.289,738.000,0.214,0.303,1476.000,0.429,0.298,1051.000,0.305,0.299,176.000,0.051,0.330,173.000,0.050,0.390,915.000,0.266,0.335,1871.000,0.544,0.288,482.000,0.140,0.272,643.000,0.187,0.314,1390.000,0.404,0.304,1212.000,0.352,0.288,196.000,0.057,0.319,200.000,0.058,0.336,979.000,0.285,0.325,1832.000,0.532,0.295,430.000,0.125,0.265,174.000,0.051,0.310,1233.000,0.358,0.299,1813.000,0.527,0.302,221.000,0.064,0.289,381.000,0.111,0.292,1274.000,0.370,0.296,1450.000,0.421,0.300,336.000,0.098,0.335,210.000,0.061,0.317,1119.000,0.325,0.317,1736.000,0.505,0.294,376.000,0.109,0.281,164.000,0.048,0.312,982.000,0.285,0.322,1886.000,0.548,0.292,409.000,0.119,0.291,189.000,0.055,0.320,1024.000,0.298,0.302,1852.000,0.538,0.298,376.000,0.109,0.300
Mujer,562.000,0.070,0.701,3127.000,0.391,0.690,3730.000,0.466,0.702,585.000,0.073,0.730,578.000,0.072,0.715,2538.000,0.317,0.692,3886.000,0.486,0.699,1002.000,0.125,0.711,1701.000,0.213,0.697,3479.000,0.435,0.702,2466.000,0.308,0.701,358.000,0.045,0.670,271.000,0.034,0.610,1820.000,0.227,0.665,4625.000,0.578,0.712,1288.000,0.161,0.728,1402.000,0.175,0.686,3180.000,0.397,0.696,3003.000,0.375,0.712,419.000,0.052,0.681,396.000,0.049,0.664,2031.000,0.254,0.675,4384.000,0.548,0.705,1192.000,0.149,0.735,388.000,0.048,0.690,2884.000,0.360,0.701,4189.000,0.523,0.698,543.000,0.068,0.711,924.000,0.115,0.708,3025.000,0.378,0.704,3389.000,0.423,0.700,666.000,0.083,0.665,453.000,0.057,0.683,2414.000,0.302,0.683,4173.000,0.521,0.706,964.000,0.120,0.719,361.000,0.045,0.688,2066.000,0.258,0.678,4579.000,0.572,0.708,998.000,0.125,0.709,402.000,0.050,0.680,2362.000,0.295,0.698,4364.000,0.545,0.702,876.000,0.109,0.700
18 a 20 años,8.000,0.098,0.010,35.000,0.427,0.008,34.000,0.415,0.006,5.000,0.061,0.006,7.000,0.085,0.009,32.000,0.390,0.009,30.000,0.366,0.005,13.000,0.159,0.009,17.000,0.207,0.007,39.000,0.476,0.008,18.000,0.220,0.005,8.000,0.098,0.015,7.000,0.085,0.016,28.000,0.341,0.010,36.000,0.439,0.006,11.000,0.134,0.006,16.000,0.195,0.008,34.000,0.415,0.007,27.000,0.329,0.006,5.000,0.061,0.008,7.000,0.085,0.012,26.000,0.317,0.009,37.000,0.451,0.006,12.000,0.146,0.007,6.000,0.073,0.011,30.000,0.366,0.007,38.000,0.463,0.006,8.000,0.098,0.010,11.000,0.134,0.008,35.000,0.427,0.008,28.000,0.341,0.006,8.000,0.098,0.008,11.000,0.134,0.017,27.000,0.329,0.008,31.000,0.378,0.005,13.000,0.159,0.010,4.000,0.049,0.008,26.000,0.317,0.009,45.000,0.549,0.007,7.000,0.085,0.005,4.000,0.049,0.007,31.000,0.378,0.009,42.000,0.512,0.007,5.000,0.061,0.004
21 a 30 años,177.000,0.074,0.221,905.000,0.378,0.200,1120.000,0.468,0.211,190.000,0.079,0.237,196.000,0.082,0.243,735.000,0.307,0.200,1144.000,0.478,0.206,317.000,0.133,0.225,558.000,0.233,0.229,1065.000,0.445,0.215,677.000,0.283,0.192,92.000,0.038,0.172,101.000,0.042,0.227,573.000,0.240,0.210,1337.000,0.559,0.206,381.000,0.159,0.215,448.000,0.187,0.219,954.000,0.399,0.209,835.000,0.349,0.198,155.000,0.065,0.252,148.000,0.062,0.248,608.000,0.254,0.202,1255.000,0.525,0.202,380.000,0.159,0.234,148.000,0.062,0.263,827.000,0.346,0.201,1228.000,0.513,0.205,189.000,0.079,0.247,284.000,0.119,0.218,941.000,0.393,0.219,987.000,0.413,0.204,180.000,0.075,0.180,146.000,0.061,0.220,720.000,0.301,0.204,1251.000,0.523,0.212,275.000,0.115,0.205,139.000,0.058,0.265,638.000,0.267,0.209,1281.000,0.536,0.198,334.000,0.140,0.237,160.000,0.067,0.271,722.000,0.302,0.213,1242.000,0.519,0.200,268.000,0.112,0.214
31 a 40 años,265.000,0.066,0.330,1620.000,0.401,0.358,1899.000,0.470,0.357,260.000,0.064,0.325,309.000,0.076,0.382,1322.000,0.327,0.360,1968.000,0.487,0.354,445.000,0.110,0.316,899.000,0.222,0.369,1772.000,0.438,0.358,1213.000,0.300,0.345,160.000,0.040,0.300,152.000,0.038,0.342,977.000,0.242,0.357,2335.000,0.577,0.359,580.000,0.143,0.328,772.000,0.191,0.378,1618.000,0.400,0.354,1474.000,0.364,0.350,180.000,0.045,0.293,206.000,0.051,0.346,1089.000,0.269,0.362,2225.000,0.550,0.358,524.000,0.130,0.323,191.000,0.047,0.340,1477.000,0.365,0.359,2137.000,0.528,0.356,239.000,0.059,0.313,500.000,0.124,0.383,1582.000,0.391,0.368,1674.000,0.414,0.346,288.000,0.071,0.287,200.000,0.049,0.302,1326.000,0.328,0.375,2089.000,0.517,0.354,429.000,0.106,0.320,180.000,0.045,0.343,1081.000,0.267,0.355,2320.000,0.574,0.359,463.000,0.114,0.329,216.000,0.053,0.365,1223.000,0.302,0.361,2196.000,0.543,0.353,409.000,0.101,0.327
41 a 50 años,239.000,0.075,0.298,1289.000,0.404,0.285,1451.000,0.454,0.273,215.000,0.067,0.268,210.000,0.066,0.260,1043.000,0.327,0.284,1569.000,0.491,0.282,372.000,0.116,0.264,620.000,0.194,0.254,1403.000,0.439,0.283,1005.000,0.315,0.286,166.000,0.052,0.311,109.000,0.034,0.245,762.000,0.239,0.279,1795.000,0.562,0.276,528.000,0.165,0.298,545.000,0.171,0.267,1303.000,0.408,0.285,1179.000,0.369,0.280,167.000,0.052,0.272,157.000,0.049,0.263,860.000,0.269,0.286,1747.000,0.547,0.281,430.000,0.135,0.265,134.000,0.042,0.238,1194.000,0.374,0.290,1668.000,0.522,0.278,198.000,0.062,0.259,338.000,0.106,0.259,1152.000,0.361,0.268,1394.000,0.436,0.288,310.000,0.097,0.309,201.000,0.063,0.303,974.000,0.305,0.276,1637.000,0.513,0.277,382.000,0.120,0.285,136.000,0.043,0.259,863.000,0.270,0.283,1832.000,0.574,0.283,363.000,0.114,0.258,143.000,0.045,0.242,942.000,0.295,0.278,1768.000,0.554,0.284,341.000,0.107,0.272
51 a 60 años,98.000,0.064,0.122,603.000,0.394,0.133,718.000,0.469,0.135,113.000,0.074,0.141,77.000,0.050,0.095,474.000,0.309,0.129,755.000,0.493,0.136,226.000,0.148,0.160,301.000,0.196,0.123,610.000,0.398,0.123,533.000,0.348,0.152,88.000,0.057,0.165,65.000,0.042,0.146,355.000,0.232,0.130,877.000,0.572,0.135,235.000,0.153,0.133,238.000,0.155,0.116,591.000,0.386,0.129,613.000,0.400,0.145,90.000,0.059,0.146,68.000,0.044,0.114,384.000,0.251,0.128,847.000,0.553,0.136,233.000,0.152,0.144,70.000,0.046,0.125,534.000,0.349,0.130,821.000,0.536,0.137,107.000,0.070,0.140,154.000,0.101,0.118,523.000,0.341,0.122,674.000,0.440,0.139,181.000,0.118,0.181,94.000,0.061,0.142,435.000,0.284,0.123,804.000,0.525,0.136,199.000,0.130,0.149,61.000,0.040,0.116,388.000,0.253,0.127,880.000,0.574,0.136,203.000,0.133,0.144,59.000,0.039,0.100,418.000,0.273,0.123,861.000,0.562,0.139,194.000,0.127,0.155
61 a 70 años,14.000,0.074,0.017,73.000,0.388,0.016,84.000,0.447,0.016,17.000,0.090,0.021,9.000,0.048,0.011,57.000,0.303,0.016,87.000,0.463,0.016,35.000,0.186,0.025,41.000,0.218,0.017,62.000,0.330,0.013,66.000,0.351,0.019,19.000,0.101,0.036,9.000,0.048,0.020,38.000,0.202,0.014,108.000,0.574,0.017,33.000,0.176,0.019,23.000,0.122,0.011,66.000,0.351,0.014,82.000,0.436,0.019,17.000,0.090,0.028,9.000,0.048,0.015,40.000,0.213,0.013,97.000,0.516,0.016,42.000,0.223,0.026,10.000,0.053,0.018,53.000,0.282,0.013,102.000,0.543,0.017,23.000,0.122,0.030,16.000,0.085,0.012,61.000,0.324,0.014,77.000,0.410,0.016,34.000,0.181,0.034,10.000,0.053,0.015,48.000,0.255,0.014,91.000,0.484,0.015,39.000,0.207,0.029,4.000,0.021,0.008,48.000,0.255,0.016,101.000,0.537,0.016,35.000,0.186,0.025,7.000,0.037,0.012,47.000,0.250,0.014,101.000,0.537,0.016,33.000,0.176,0.026
71 a 80 años,1.000,0.077,0.001,5.000,0.385,0.001,6.000,0.462,0.001,1.000,0.077,0.001,0.000,0.000,0.000,7.000,0.538,0.002,5.000,0.385,0.001,1.000,0.077,0.001,3.000,0.231,0.001,4.000,0.308,0.001,5.000,0.385,0.001,1.000,0.077,0.002,1.000,0.077,0.002,2.000,0.154,0.001,8.000,0.615,0.001,2.000,0.154,0.001,3.000,0.231,0.001,4.000,0.308,0.001,5.000,0.385,0.001,1.000,0.077,0.002,1.000,0.077,0.002,3.000,0.231,0.001,8.000,0.615,0.001,1.000,0.077,0.001,3.000,0.231,0.005,2.000,0.154,0.000,8.000,0.615,0.001,0.000,0.000,0.000,2.000,0.154,0.002,5.000,0.385,0.001,5.000,0.385,0.001,1.000,0.077,0.001,1.000,0.077,0.002,3.000,0.231,0.001,6.000,0.462,0.001,3.000,0.231,0.002,1.000,0.077,0.002,4.000,0.308,0.001,6.000,0.462,0.001,2.000,0.154,0.001,2.000,0.154,0.003,3.000,0.231,0.001,6.000,0.462,0.001,2.000,0.154,0.002
81 a 90 años,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
91 a 99 años,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Preparatoria, bachillerato o carrera técnica",5.000,0.139,0.006,11.000,0.306,0.002,18.000,0.500,0.003,2.000,0.056,0.002,3.000,0.083,0.004,9.000,0.250,0.002,20.000,0.556,0.004,4.000,0.111,0.003,7.000,0.194,0.003,16.000,0.444,0.003,10.000,0.278,0.003,3.000,0.083,0.006,1.000,0.028,0.002,9.000,0.250,0.003,22.000,0.611,0.003,4.000,0.111,0.002,6.000,0.167,0.003,12.000,0.333,0.003,17.000,0.472,0.004,1.000,0.028,0.002,1.000,0.028,0.002,9.000,0.250,0.003,23.000,0.639,0.004,3.000,0.083,0.002,1.000,0.028,0.002,14.000,0.389,0.003,20.000,0.556,0.003,1.000,0.028,0.001,3.000,0.083,0.002,7.000,0.194,0.002,21.000,0.583,0.004,5.000,0.139,0.005,3.000,0.083,0.005,10.000,0.278,0.003,20.000,0.556,0.003,3.000,0.083,0.002,3.000,0.083,0.006,6.000,0.167,0.002,25.000,0.694,0.004,2.000,0.056,0.001,2.000,0.056,0.003,8.000,0.222,0.002,24.000,0.667,0.004,2.000,0.056,0.002
Normal básica sin licenciatura,41.000,0.089,0.051,169.000,0.368,0.037,211.000,0.460,0.040,38.000,0.083,0.047,30.000,0.065,0.037,124.000,0.270,0.034,221.000,0.481,0.040,84.000,0.183,0.060,85.000,0.185,0.035,170.000,0.370,0.034,178.000,0.388,0.051,26.000,0.057,0.049,19.000,0.041,0.043,110.000,0.240,0.040,262.000,0.571,0.040,68.000,0.148,0.038,59.000,0.129,0.029,179.000,0.390,0.039,197.000,0.429,0.047,24.000,0.052,0.039,22.000,0.048,0.037,115.000,0.251,0.038,241.000,0.525,0.039,81.000,0.176,0.050,26.000,0.057,0.046,157.000,0.342,0.038,240.000,0.523,0.040,36.000,0.078,0.047,49.000,0.107,0.038,164.000,0.357,0.038,196.000,0.427,0.041,50.000,0.109,0.050,32.000,0.070,0.048,130.000,0.283,0.037,236.000,0.514,0.040,61.000,0.133,0.046,20.000,0.044,0.038,120.000,0.261,0.039,265.000,0.577,0.041,54.000,0.118,0.038,20.000,0.044,0.034,127.000,0.277,0.038,254.000,0.553,0.041,58.000,0.126,0.046
Normal superior,13.000,0.055,0.016,94.000,0.398,0.021,111.000,0.470,0.021,18.000,0.076,0.022,7.000,0.030,0.009,74.000,0.314,0.020,126.000,0.534,0.023,29.000,0.123,0.021,47.000,0.199,0.019,95.000,0.403,0.019,77.000,0.326,0.022,17.000,0.072,0.032,8.000,0.034,0.018,47.000,0.199,0.017,144.000,0.610,0.022,37.000,0.157,0.021,38.000,0.161,0.019,85.000,0.360,0.019,94.000,0.398,0.022,19.000,0.081,0.031,9.000,0.038,0.015,66.000,0.280,0.022,121.000,0.513,0.019,40.000,0.169,0.025,9.000,0.038,0.016,78.000,0.331,0.019,134.000,0.568,0.022,15.000,0.064,0.020,20.000,0.085,0.015,95.000,0.403,0.022,94.000,0.398,0.019,27.000,0.114,0.027,16.000,0.068,0.024,61.000,0.258,0.017,133.000,0.564,0.023,26.000,0.110,0.019,10.000,0.042,0.019,55.000,0.233,0.018,139.000,0.589,0.022,32.000,0.136,0.023,11.000,0.047,0.019,67.000,0.284,0.020,129.000,0.547,0.021,29.000,0.123,0.023
Normal Intercultural Bilingüe,3.000,0.028,0.004,48.000,0.453,0.011,49.000,0.462,0.009,6.000,0.057,0.007,7.000,0.066,0.009,30.000,0.283,0.008,56.000,0.528,0.010,13.000,0.123,0.009,24.000,0.226,0.010,47.000,0.443,0.009,31.000,0.292,0.009,4.000,0.038,0.007,5.000,0.047,0.011,25.000,0.236,0.009,60.000,0.566,0.009,16.000,0.151,0.009,17.000,0.160,0.008,43.000,0.406,0.009,38.000,0.358,0.009,8.000,0.075,0.013,8.000,0.075,0.013,25.000,0.236,0.008,56.000,0.528,0.009,17.000,0.160,0.010,4.000,0.038,0.007,30.000,0.283,0.007,66.000,0.623,0.011,6.000,0.057,0.008,10.000,0.094,0.008,38.000,0.358,0.009,48.000,0.453,0.010,10.000,0.094,0.010,3.000,0.028,0.005,28.000,0.264,0.008,62.000,0.585,0.010,13.000,0.123,0.010,3.000,0.028,0.006,27.000,0.255,0.009,60.000,0.566,0.009,16.000,0.151,0.011,5.000,0.047,0.008,34.000,0.321,0.010,55.000,0.519,0.009,12.000,0.113,0.010
Licenciatura,589.000,0.069,0.734,3414.000,0.397,0.754,4017.000,0.468,0.756,569.000,0.066,0.710,567.000,0.066,0.702,2752.000,0.320,0.750,4236.000,0.493,0.762,1034.000,0.120,0.734,1786.000,0.208,0.732,3802.000,0.443,0.767,2605.000,0.303,0.741,396.000,0.046,0.742,319.000,0.037,0.718,2061.000,0.240,0.754,4892.000,0.570,0.753,1317.000,0.153,0.744,1504.000,0.175,0.735,3441.000,0.401,0.753,3190.000,0.371,0.757,454.000,0.053,0.738,431.000,0.050,0.723,2256.000,0.263,0.750,4704.000,0.548,0.757,1197.000,0.139,0.738,389.000,0.045,0.692,3112.000,0.362,0.756,4522.000,0.526,0.753,566.000,0.066,0.741,940.000,0.109,0.720,3225.000,0.375,0.750,3657.000,0.426,0.756,767.000,0.089,0.765,484.000,0.056,0.730,2681.000,0.312,0.759,4411.000,0.514,0.746,1013.000,0.118,0.756,391.000,0.046,0.745,2338.000,0.272,0.767,4831.000,0.562,0.747,1029.000,0.120,0.731,436.000,0.051,0.738,2577.000,0.300,0.761,4669.000,0.544,0.751,907.000,0.106,0.724
Especialidad,6.000,0.080,0.007,28.000,0.373,0.006,34.000,0.453,0.006,7.000,0.093,0.009,13.000,0.173,0.016,19.000,0.253,0.005,35.000,0.467,0.006,8.000,0.107,0.006,22.000,0.293,0.009,32.000,0.427,0.006,21.000,0.280,0.006,0.000,0.000,0.000,5.000,0.067,0.011,19.000,0.253,0.007,43.000,0.573,0.007,8.000,0.107,0.005,13.000,0.173,0.006,32.000,0.427,0.007,27.000,0.360,0.006,3.000,0.040,0.005,3.000,0.040,0.005,15.000,0.200,0.005,45.000,0.600,0.007,12.000,0.160,0.007,2.000,0.027,0.004,24.000,0.320,0.006,47.000,0.627,0.008,2.000,0.027,0.003,10.000,0.133,0.008,30.000,0.400,0.007,32.000,0.427,0.007,3.000,0.040,0.003,5.000,0.067,0.008,19.000,0.253,0.005,47.000,0.627,0.008,4.000,0.053,0.003,5.000,0.067,0.010,16.000,0.213,0.005,47.000,0.627,0.007,7.000,0.093,0.005,5.000,0.067,0.008,24.000,0.320,0.007,41.000,0.547,0.007,5.000,0.067,0.004
Maestría,130.000,0.073,0.162,714.000,0.401,0.158,798.000,0.448,0.150,140.000,0.079,0.175,164.000,0.092,0.203,620.000,0.348,0.169,783.000,0.439,0.141,215.000,0.121,0.153,441.000,0.247,0.181,731.000,0.410,0.148,529.000,0.297,0.150,81.000,0.045,0.152,78.000,0.044,0.176,435.000,0.244,0.159,981.000,0.551,0.151,288.000,0.162,0.163,369.000,0.207,0.180,719.000,0.403,0.157,599.000,0.336,0.142,95.000,0.053,0.154,112.000,0.063,0.188,482.000,0.270,0.160,944.000,0.530,0.152,244.000,0.137,0.150,119.000,0.067,0.212,655.000,0.368,0.159,883.000,0.496,0.147,125.000,0.070,0.164,248.000,0.139,0.190,683.000,0.383,0.159,726.000,0.407,0.150,125.000,0.070,0.125,109.000,0.061,0.164,563.000,0.316,0.159,919.000,0.516,0.156,191.000,0.107,0.143,83.000,0.047,0.158,452.000,0.254,0.148,1013.000,0.568,0.157,234.000,0.131,0.166,99.000,0.056,0.168,509.000,0.286,0.150,966.000,0.542,0.155,208.000,0.117,0.166
Doctorado,15.000,0.097,0.019,50.000,0.323,0.011,72.000,0.465,0.014,18.000,0.116,0.022,16.000,0.103,0.020,41.000,0.265,0.011,79.000,0.510,0.014,19.000,0.123,0.013,26.000,0.168,0.011,58.000,0.374,0.012,64.000,0.413,0.018,7.000,0.045,0.013,9.000,0.058,0.020,28.000,0.181,0.010,89.000,0.574,0.014,29.000,0.187,0.016,37.000,0.239,0.018,58.000,0.374,0.013,50.000,0.323,0.012,10.000,0.065,0.016,9.000,0.058,0.015,42.000,0.271,0.014,79.000,0.510,0.013,25.000,0.161,0.015,10.000,0.065,0.018,46.000,0.297,0.011,88.000,0.568,0.015,11.000,0.071,0.014,24.000,0.155,0.018,53.000,0.342,0.012,64.000,0.413,0.013,14.000,0.090,0.014,11.000,0.071,0.017,38.000,0.245,0.011,79.000,0.510,0.013,27.000,0.174,0.020,9.000,0.058,0.017,32.000,0.206,0.010,83.000,0.535,0.013,31.000,0.200,0.022,13.000,0.084,0.022,37.000,0.239,0.011,76.000,0.490,0.012,29.000,0.187,0.023
Posdoctorado,0.000,0.000,0.000,2.000,0.286,0.000,2.000,0.286,0.000,3.000,0.429,0.004,1.000,0.143,0.001,1.000,0.143,0.000,2.000,0.286,0.000,3.000,0.429,0.002,1.000,0.143,0.000,4.000,0.571,0.001,2.000,0.286,0.001,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.143,0.000,3.000,0.429,0.000,3.000,0.429,0.002,2.000,0.286,0.001,1.000,0.143,0.000,3.000,0.429,0.001,1.000,0.143,0.002,1.000,0.143,0.002,0.000,0.000,0.000,3.000,0.429,0.000,3.000,0.429,0.002,2.000,0.286,0.004,1.000,0.143,0.000,2.000,0.286,0.000,2.000,0.286,0.003,1.000,0.143,0.001,4.000,0.571,0.001,1.000,0.143,0.000,1.000,0.143,0.001,0.000,0.000,0.000,3.000,0.429,0.001,2.000,0.286,0.000,2.000,0.286,0.001,1.000,0.143,0.002,2.000,0.286,0.001,2.000,0.286,0.000,2.000,0.286,0.001,0.000,0.000,0.000,3.000,0.429,0.001,2.000,0.286,0.000,2.000,0.286,0.002
Menor o igual a 10,297.000,0.070,0.370,1669.000,0.394,0.368,1968.000,0.465,0.370,298.000,0.070,0.372,340.000,0.080,0.421,1321.000,0.312,0.360,2046.000,0.483,0.368,525.000,0.124,0.373,989.000,0.234,0.405,1870.000,0.442,0.377,1210.000,0.286,0.344,163.000,0.039,0.305,177.000,0.042,0.399,1017.000,0.240,0.372,2397.000,0.566,0.369,641.000,0.151,0.362,795.000,0.188,0.389,1697.000,0.401,0.371,1497.000,0.354,0.355,243.000,0.057,0.395,250.000,0.059,0.419,1082.000,0.256,0.359,2284.000,0.540,0.367,615.000,0.145,0.379,243.000,0.057,0.432,1503.000,0.355,0.365,2172.000,0.513,0.362,314.000,0.074,0.411,526.000,0.124,0.403,1629.000,0.385,0.379,1748.000,0.413,0.361,329.000,0.078,0.328,242.000,0.057,0.365,1300.000,0.307,0.368,2194.000,0.518,0.371,496.000,0.117,0.370,221.000,0.052,0.421,1124.000,0.266,0.369,2332.000,0.551,0.361,555.000,0.131,0.394,257.000,0.061,0.435,1272.000,0.301,0.376,2244.000,0.530,0.361,459.000,0.108,0.367
