Entidad,B5-A-Muy adecuado-Recuento,B5-A-Muy adecuado-% del N de fila,B5-A-Muy adecuado-% de N columnas,B5-A-Adecuado-Recuento,B5-A-Adecuado-% del N de fila,B5-A-Adecuado-% de N columnas,B5-A-Poco adecuado-Recuento,B5-A-Poco adecuado-% del N de fila,B5-A-Poco adecuado-% de N columnas,B5-A-Nada adecuado-Recuento,B5-A-Nada adecuado-% del N de fila,B5-A-Nada adecuado-% de N columnas,B5-B-Muy adecuado-Recuento,B5-B-Muy adecuado-% del N de fila,B5-B-Muy adecuado-% de N columnas,B5-B-Adecuado-Recuento,B5-B-Adecuado-% del N de fila,B5-B-Adecuado-% de N columnas,B5-B-Poco adecuado-Recuento,B5-B-Poco adecuado-% del N de fila,B5-B-Poco adecuado-% de N columnas,B5-B-Nada adecuado-Recuento,B5-B-Nada adecuado-% del N de fila,B5-B-Nada adecuado-% de N columnas,B5-C-Muy adecuado-Recuento,B5-C-Muy adecuado-% del N de fila,B5-C-Muy adecuado-% de N columnas,B5-C-Adecuado-Recuento,B5-C-Adecuado-% del N de fila,B5-C-Adecuado-% de N columnas,B5-C-Poco adecuado-Recuento,B5-C-Poco adecuado-% del N de fila,B5-C-Poco adecuado-% de N columnas,B5-C-Nada adecuado-Recuento,B5-C-Nada adecuado-% del N de fila,B5-C-Nada adecuado-% de N columnas,B5-D-Muy adecuado-Recuento,B5-D-Muy adecuado-% del N de fila,B5-D-Muy adecuado-% de N columnas,B5-D-Adecuado-Recuento,B5-D-Adecuado-% del N de fila,B5-D-Adecuado-% de N columnas,B5-D-Poco adecuado-Recuento,B5-D-Poco adecuado-% del N de fila,B5-D-Poco adecuado-% de N columnas,B5-D-Nada adecuado-Recuento,B5-D-Nada adecuado-% del N de fila,B5-D-Nada adecuado-% de N columnas,B5-E-Muy adecuado-Recuento,B5-E-Muy adecuado-% del N de fila,B5-E-Muy adecuado-% de N columnas,B5-E-Adecuado-Recuento,B5-E-Adecuado-% del N de fila,B5-E-Adecuado-% de N columnas,B5-E-Poco adecuado-Recuento,B5-E-Poco adecuado-% del N de fila,B5-E-Poco adecuado-% de N columnas,B5-E-Nada adecuado-Recuento,B5-E-Nada adecuado-% del N de fila,B5-E-Nada adecuado-% de N columnas,B5-F-Muy adecuado-Recuento,B5-F-Muy adecuado-% del N de fila,B5-F-Muy adecuado-% de N columnas,B5-F-Adecuado-Recuento,B5-F-Adecuado-% del N de fila,B5-F-Adecuado-% de N columnas,B5-F-Poco adecuado-Recuento,B5-F-Poco adecuado-% del N de fila,B5-F-Poco adecuado-% de N columnas,B5-F-Nada adecuado-Recuento,B5-F-Nada adecuado-% del N de fila,B5-F-Nada adecuado-% de N columnas,B5-G-Muy adecuado-Recuento,B5-G-Muy adecuado-% del N de fila,B5-G-Muy adecuado-% de N columnas,B5-G-Adecuado-Recuento,B5-G-Adecuado-% del N de fila,B5-G-Adecuado-% de N columnas,B5-G-Poco adecuado-Recuento,B5-G-Poco adecuado-% del N de fila,B5-G-Poco adecuado-% de N columnas,B5-G-Nada adecuado-Recuento,B5-G-Nada adecuado-% del N de fila,B5-G-Nada adecuado-% de N columnas,B5-H-Muy adecuado-Recuento,B5-H-Muy adecuado-% del N de fila,B5-H-Muy adecuado-% de N columnas,B5-H-Adecuado-Recuento,B5-H-Adecuado-% del N de fila,B5-H-Adecuado-% de N columnas,B5-H-Poco adecuado-Recuento,B5-H-Poco adecuado-% del N de fila,B5-H-Poco adecuado-% de N columnas,B5-H-Nada adecuado-Recuento,B5-H-Nada adecuado-% del N de fila,B5-H-Nada adecuado-% de N columnas
TAMAULIPAS,72.00,0.35,0.04,125.00,0.61,0.04,9.00,0.04,0.03,0.00,0.00,0.00,66.00,0.32,0.03,133.00,0.65,0.04,7.00,0.03,0.02,0.00,0.00,0.00,76.00,0.37,0.04,119.00,0.58,0.05,10.00,0.05,0.02,1.00,0.01,0.01,87.00,0.42,0.04,115.00,0.56,0.04,4.00,0.02,0.02,0.00,0.00,0.00,78.00,0.38,0.04,122.00,0.59,0.05,6.00,0.03,0.02,0.00,0.00,0.00,87.00,0.42,0.04,114.00,0.55,0.05,2.00,0.01,0.01,3.00,0.02,0.08,80.00,0.39,0.04,117.00,0.57,0.04,8.00,0.04,0.02,1.00,0.01,0.04,58.00,0.28,0.03,128.00,0.62,0.04,18.00,0.09,0.03,2.00,0.01,0.03
TLAXCALA,31.00,0.35,0.02,50.00,0.56,0.02,8.00,0.09,0.02,0.00,0.00,0.00,20.00,0.23,0.01,65.00,0.73,0.02,4.00,0.05,0.01,0.00,0.00,0.00,25.00,0.28,0.01,51.00,0.57,0.02,11.00,0.12,0.02,2.00,0.02,0.02,28.00,0.32,0.01,56.00,0.63,0.02,5.00,0.06,0.02,0.00,0.00,0.00,27.00,0.30,0.01,56.00,0.63,0.02,6.00,0.07,0.02,0.00,0.00,0.00,39.00,0.44,0.02,42.00,0.47,0.02,8.00,0.09,0.03,0.00,0.00,0.00,32.00,0.36,0.02,56.00,0.63,0.02,1.00,0.01,0.00,0.00,0.00,0.00,23.00,0.26,0.01,51.00,0.57,0.02,15.00,0.17,0.03,0.00,0.00,0.00
VERACRUZ,40.00,0.34,0.02,69.00,0.58,0.02,8.00,0.07,0.02,2.00,0.02,0.13,43.00,0.36,0.02,65.00,0.55,0.02,9.00,0.08,0.03,2.00,0.02,0.12,41.00,0.35,0.02,50.00,0.42,0.02,24.00,0.20,0.04,4.00,0.03,0.04,49.00,0.41,0.02,58.00,0.49,0.02,10.00,0.08,0.04,2.00,0.02,0.06,44.00,0.37,0.02,54.00,0.45,0.02,17.00,0.14,0.05,4.00,0.03,0.07,49.00,0.41,0.02,55.00,0.46,0.02,9.00,0.08,0.04,6.00,0.05,0.15,44.00,0.37,0.02,53.00,0.45,0.02,20.00,0.17,0.06,2.00,0.02,0.07,33.00,0.28,0.02,57.00,0.48,0.02,20.00,0.17,0.04,9.00,0.08,0.12
YUCATÁN,40.00,0.33,0.02,69.00,0.57,0.02,11.00,0.09,0.03,2.00,0.02,0.13,38.00,0.31,0.02,67.00,0.55,0.02,15.00,0.12,0.05,2.00,0.02,0.12,44.00,0.36,0.02,51.00,0.42,0.02,22.00,0.18,0.04,5.00,0.04,0.05,35.00,0.29,0.02,67.00,0.55,0.02,15.00,0.12,0.06,5.00,0.04,0.15,37.00,0.30,0.02,69.00,0.57,0.03,13.00,0.11,0.04,3.00,0.03,0.06,39.00,0.32,0.02,69.00,0.57,0.03,10.00,0.08,0.04,4.00,0.03,0.10,36.00,0.30,0.02,73.00,0.60,0.03,11.00,0.09,0.03,2.00,0.02,0.07,29.00,0.24,0.02,69.00,0.57,0.02,22.00,0.18,0.04,2.00,0.02,0.03
ZACATECAS,74.00,0.34,0.04,125.00,0.57,0.04,17.00,0.08,0.05,2.00,0.01,0.13,73.00,0.34,0.04,127.00,0.58,0.04,16.00,0.07,0.06,2.00,0.01,0.12,77.00,0.35,0.04,107.00,0.49,0.04,29.00,0.13,0.05,5.00,0.02,0.05,82.00,0.38,0.04,123.00,0.56,0.04,12.00,0.06,0.05,1.00,0.01,0.03,75.00,0.34,0.03,120.00,0.55,0.04,20.00,0.09,0.06,3.00,0.01,0.06,93.00,0.43,0.04,108.00,0.50,0.04,11.00,0.05,0.05,6.00,0.03,0.15,82.00,0.38,0.04,117.00,0.54,0.04,16.00,0.07,0.05,3.00,0.01,0.11,63.00,0.29,0.04,128.00,0.59,0.04,23.00,0.11,0.04,4.00,0.02,0.05
Hombre,87.00,0.38,0.04,131.00,0.57,0.05,12.00,0.05,0.04,1.00,0.00,0.06,81.00,0.35,0.04,137.00,0.59,0.05,11.00,0.05,0.04,2.00,0.01,0.12,95.00,0.41,0.05,123.00,0.53,0.05,12.00,0.05,0.02,1.00,0.00,0.01,96.00,0.42,0.04,123.00,0.53,0.04,8.00,0.04,0.03,4.00,0.02,0.12,97.00,0.42,0.04,120.00,0.52,0.04,12.00,0.05,0.03,2.00,0.01,0.04,106.00,0.46,0.04,116.00,0.50,0.05,7.00,0.03,0.03,2.00,0.01,0.05,91.00,0.39,0.04,126.00,0.55,0.05,14.00,0.06,0.04,0.00,0.00,0.00,86.00,0.37,0.05,124.00,0.54,0.04,20.00,0.09,0.04,1.00,0.00,0.01
Mujer,1977.00,0.39,0.96,2783.00,0.55,0.96,330.00,0.07,0.97,15.00,0.00,0.94,1938.00,0.38,0.96,2871.00,0.56,0.95,281.00,0.06,0.96,15.00,0.00,0.88,1984.00,0.39,0.95,2478.00,0.49,0.95,542.00,0.11,0.98,101.00,0.02,0.99,2165.00,0.42,0.96,2657.00,0.52,0.96,254.00,0.05,0.97,29.00,0.01,0.88,2111.00,0.41,0.96,2588.00,0.51,0.96,353.00,0.07,0.97,53.00,0.01,0.96,2410.00,0.47,0.96,2433.00,0.48,0.95,225.00,0.04,0.97,37.00,0.01,0.95,2086.00,0.41,0.96,2676.00,0.52,0.96,315.00,0.06,0.96,28.00,0.01,1.00,1633.00,0.32,0.95,2836.00,0.56,0.96,559.00,0.11,0.97,77.00,0.02,0.99
18 a 20 años,14.00,0.42,0.01,18.00,0.55,0.01,1.00,0.03,0.00,0.00,0.00,0.00,14.00,0.42,0.01,17.00,0.52,0.01,2.00,0.06,0.01,0.00,0.00,0.00,13.00,0.39,0.01,18.00,0.55,0.01,2.00,0.06,0.00,0.00,0.00,0.00,13.00,0.39,0.01,20.00,0.61,0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.42,0.01,18.00,0.55,0.01,1.00,0.03,0.00,0.00,0.00,0.00,13.00,0.39,0.01,19.00,0.58,0.01,1.00,0.03,0.00,0.00,0.00,0.00,13.00,0.39,0.01,18.00,0.55,0.01,2.00,0.06,0.01,0.00,0.00,0.00,10.00,0.30,0.01,19.00,0.58,0.01,4.00,0.12,0.01,0.00,0.00,0.00
21 a 30 años,495.00,0.43,0.24,599.00,0.52,0.21,63.00,0.05,0.18,6.00,0.01,0.38,488.00,0.42,0.24,617.00,0.53,0.21,55.00,0.05,0.19,3.00,0.00,0.18,541.00,0.47,0.26,497.00,0.43,0.19,107.00,0.09,0.19,18.00,0.02,0.18,541.00,0.47,0.24,566.00,0.49,0.20,49.00,0.04,0.19,7.00,0.01,0.21,546.00,0.47,0.25,544.00,0.47,0.20,58.00,0.05,0.16,15.00,0.01,0.27,592.00,0.51,0.24,497.00,0.43,0.20,58.00,0.05,0.25,16.00,0.01,0.41,510.00,0.44,0.23,582.00,0.50,0.21,56.00,0.05,0.17,15.00,0.01,0.54,429.00,0.37,0.25,611.00,0.53,0.21,109.00,0.09,0.19,14.00,0.01,0.18
31 a 40 años,723.00,0.39,0.35,1033.00,0.55,0.35,108.00,0.06,0.32,6.00,0.00,0.38,730.00,0.39,0.36,1038.00,0.56,0.35,96.00,0.05,0.33,6.00,0.00,0.35,721.00,0.39,0.35,917.00,0.49,0.35,200.00,0.11,0.36,32.00,0.02,0.31,807.00,0.43,0.36,971.00,0.52,0.35,83.00,0.04,0.32,9.00,0.01,0.27,794.00,0.43,0.36,943.00,0.50,0.35,121.00,0.07,0.33,12.00,0.01,0.22,891.00,0.48,0.35,894.00,0.48,0.35,77.00,0.04,0.33,8.00,0.00,0.21,777.00,0.42,0.36,974.00,0.52,0.35,114.00,0.06,0.35,5.00,0.00,0.18,612.00,0.33,0.36,1040.00,0.56,0.35,197.00,0.11,0.34,21.00,0.01,0.27
41 a 50 años,571.00,0.36,0.28,885.00,0.56,0.30,117.00,0.07,0.34,2.00,0.00,0.13,515.00,0.33,0.26,953.00,0.61,0.32,101.00,0.06,0.35,6.00,0.00,0.35,548.00,0.35,0.26,813.00,0.52,0.31,175.00,0.11,0.32,39.00,0.03,0.38,610.00,0.39,0.27,859.00,0.55,0.31,95.00,0.06,0.36,11.00,0.01,0.33,584.00,0.37,0.26,834.00,0.53,0.31,139.00,0.09,0.38,18.00,0.01,0.33,694.00,0.44,0.28,799.00,0.51,0.31,72.00,0.05,0.31,10.00,0.01,0.26,591.00,0.38,0.27,869.00,0.55,0.31,110.00,0.07,0.33,5.00,0.00,0.18,451.00,0.29,0.26,905.00,0.58,0.31,191.00,0.12,0.33,28.00,0.02,0.36
51 a 60 años,255.00,0.38,0.12,362.00,0.54,0.12,50.00,0.08,0.15,2.00,0.00,0.13,262.00,0.39,0.13,367.00,0.55,0.12,38.00,0.06,0.13,2.00,0.00,0.12,249.00,0.37,0.12,342.00,0.51,0.13,66.00,0.10,0.12,12.00,0.02,0.12,281.00,0.42,0.12,349.00,0.52,0.13,34.00,0.05,0.13,5.00,0.01,0.15,262.00,0.39,0.12,355.00,0.53,0.13,43.00,0.06,0.12,9.00,0.01,0.16,317.00,0.47,0.13,323.00,0.48,0.13,24.00,0.04,0.10,5.00,0.01,0.13,278.00,0.42,0.13,343.00,0.51,0.12,45.00,0.07,0.14,3.00,0.00,0.11,211.00,0.32,0.12,368.00,0.55,0.12,76.00,0.11,0.13,14.00,0.02,0.18
61 a 70 años,6.00,0.23,0.00,17.00,0.65,0.01,3.00,0.12,0.01,0.00,0.00,0.00,10.00,0.39,0.01,16.00,0.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.27,0.00,14.00,0.54,0.01,4.00,0.15,0.01,1.00,0.04,0.01,9.00,0.35,0.00,15.00,0.58,0.01,1.00,0.04,0.00,1.00,0.04,0.03,8.00,0.31,0.00,14.00,0.54,0.01,3.00,0.12,0.01,1.00,0.04,0.02,9.00,0.35,0.00,17.00,0.65,0.01,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.31,0.00,16.00,0.62,0.01,2.00,0.08,0.01,0.00,0.00,0.00,6.00,0.23,0.00,17.00,0.65,0.01,2.00,0.08,0.00,1.00,0.04,0.01
71 a 80 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81 a 90 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91 a 99 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Preparatoria, bachillerato o carrera técnica",13.00,0.29,0.01,30.00,0.67,0.01,1.00,0.02,0.00,1.00,0.02,0.06,9.00,0.20,0.00,34.00,0.76,0.01,1.00,0.02,0.00,1.00,0.02,0.06,17.00,0.38,0.01,28.00,0.62,0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.33,0.01,29.00,0.64,0.01,1.00,0.02,0.00,0.00,0.00,0.00,17.00,0.38,0.01,26.00,0.58,0.01,2.00,0.04,0.01,0.00,0.00,0.00,17.00,0.38,0.01,25.00,0.56,0.01,2.00,0.04,0.01,1.00,0.02,0.03,18.00,0.40,0.01,24.00,0.53,0.01,3.00,0.07,0.01,0.00,0.00,0.00,14.00,0.31,0.01,29.00,0.64,0.01,2.00,0.04,0.00,0.00,0.00,0.00
Normal básica sin licenciatura,47.00,0.34,0.02,76.00,0.55,0.03,16.00,0.12,0.05,0.00,0.00,0.00,47.00,0.34,0.02,85.00,0.61,0.03,7.00,0.05,0.02,0.00,0.00,0.00,43.00,0.31,0.02,80.00,0.58,0.03,13.00,0.09,0.02,3.00,0.02,0.03,50.00,0.36,0.02,79.00,0.57,0.03,8.00,0.06,0.03,2.00,0.01,0.06,42.00,0.30,0.02,86.00,0.62,0.03,8.00,0.06,0.02,3.00,0.02,0.06,53.00,0.38,0.02,82.00,0.59,0.03,4.00,0.03,0.02,0.00,0.00,0.00,45.00,0.32,0.02,84.00,0.60,0.03,10.00,0.07,0.03,0.00,0.00,0.00,32.00,0.23,0.02,93.00,0.67,0.03,12.00,0.09,0.02,2.00,0.01,0.03
Normal superior,29.00,0.40,0.01,37.00,0.51,0.01,6.00,0.08,0.02,0.00,0.00,0.00,28.00,0.39,0.01,38.00,0.53,0.01,5.00,0.07,0.02,1.00,0.01,0.06,28.00,0.39,0.01,37.00,0.51,0.01,5.00,0.07,0.01,2.00,0.03,0.02,32.00,0.44,0.01,37.00,0.51,0.01,3.00,0.04,0.01,0.00,0.00,0.00,30.00,0.42,0.01,36.00,0.50,0.01,6.00,0.08,0.02,0.00,0.00,0.00,36.00,0.50,0.01,33.00,0.46,0.01,2.00,0.03,0.01,1.00,0.01,0.03,26.00,0.36,0.01,39.00,0.54,0.01,6.00,0.08,0.02,1.00,0.01,0.04,24.00,0.33,0.01,39.00,0.54,0.01,9.00,0.13,0.02,0.00,0.00,0.00
Normal Intercultural Bilingüe,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licenciatura,1622.00,0.39,0.79,2304.00,0.55,0.79,255.00,0.06,0.75,13.00,0.00,0.81,1584.00,0.38,0.79,2389.00,0.57,0.79,208.00,0.05,0.71,13.00,0.00,0.77,1657.00,0.40,0.80,2026.00,0.48,0.78,438.00,0.10,0.79,73.00,0.02,0.72,1793.00,0.43,0.79,2176.00,0.52,0.78,200.00,0.05,0.76,25.00,0.01,0.76,1765.00,0.42,0.80,2113.00,0.50,0.78,276.00,0.07,0.76,40.00,0.01,0.73,1998.00,0.48,0.79,1996.00,0.48,0.78,174.00,0.04,0.75,26.00,0.01,0.67,1712.00,0.41,0.79,2218.00,0.53,0.79,241.00,0.06,0.73,23.00,0.01,0.82,1346.00,0.32,0.78,2339.00,0.56,0.79,446.00,0.11,0.77,63.00,0.02,0.81
Especialidad,5.00,0.23,0.00,14.00,0.64,0.01,3.00,0.14,0.01,0.00,0.00,0.00,6.00,0.27,0.00,15.00,0.68,0.01,1.00,0.05,0.00,0.00,0.00,0.00,7.00,0.32,0.00,13.00,0.59,0.01,2.00,0.09,0.00,0.00,0.00,0.00,8.00,0.36,0.00,13.00,0.59,0.01,1.00,0.05,0.00,0.00,0.00,0.00,7.00,0.32,0.00,12.00,0.55,0.00,3.00,0.14,0.01,0.00,0.00,0.00,7.00,0.32,0.00,11.00,0.50,0.00,4.00,0.18,0.02,0.00,0.00,0.00,7.00,0.32,0.00,12.00,0.55,0.00,3.00,0.14,0.01,0.00,0.00,0.00,6.00,0.27,0.00,13.00,0.59,0.00,3.00,0.14,0.01,0.00,0.00,0.00
Maestría,324.00,0.40,0.16,415.00,0.52,0.14,60.00,0.08,0.18,2.00,0.00,0.13,321.00,0.40,0.16,409.00,0.51,0.14,69.00,0.09,0.24,2.00,0.00,0.12,300.00,0.38,0.14,386.00,0.48,0.15,93.00,0.12,0.17,22.00,0.03,0.22,336.00,0.42,0.15,412.00,0.51,0.15,47.00,0.06,0.18,6.00,0.01,0.18,322.00,0.40,0.15,400.00,0.50,0.15,67.00,0.08,0.18,12.00,0.02,0.22,375.00,0.47,0.15,374.00,0.47,0.15,41.00,0.05,0.18,11.00,0.01,0.28,342.00,0.43,0.16,393.00,0.49,0.14,62.00,0.08,0.19,4.00,0.01,0.14,273.00,0.34,0.16,417.00,0.52,0.14,98.00,0.12,0.17,13.00,0.02,0.17
Doctorado,22.00,0.39,0.01,34.00,0.60,0.01,1.00,0.02,0.00,0.00,0.00,0.00,22.00,0.39,0.01,34.00,0.60,0.01,1.00,0.02,0.00,0.00,0.00,0.00,25.00,0.44,0.01,27.00,0.47,0.01,3.00,0.05,0.01,2.00,0.04,0.02,25.00,0.44,0.01,30.00,0.53,0.01,2.00,0.04,0.01,0.00,0.00,0.00,23.00,0.40,0.01,31.00,0.54,0.01,3.00,0.05,0.01,0.00,0.00,0.00,28.00,0.49,0.01,24.00,0.42,0.01,5.00,0.09,0.02,0.00,0.00,0.00,25.00,0.44,0.01,28.00,0.49,0.01,4.00,0.07,0.01,0.00,0.00,0.00,22.00,0.39,0.01,26.00,0.46,0.01,9.00,0.16,0.02,0.00,0.00,0.00
Posdoctorado,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Menor o igual a 10,761.00,0.41,0.37,996.00,0.54,0.34,97.00,0.05,0.28,7.00,0.00,0.44,767.00,0.41,0.38,996.00,0.54,0.33,93.00,0.05,0.32,5.00,0.00,0.29,833.00,0.45,0.40,829.00,0.45,0.32,170.00,0.09,0.31,29.00,0.02,0.28,852.00,0.46,0.38,914.00,0.49,0.33,85.00,0.05,0.32,10.00,0.01,0.30,869.00,0.47,0.39,866.00,0.47,0.32,105.00,0.06,0.29,21.00,0.01,0.38,935.00,0.50,0.37,816.00,0.44,0.32,90.00,0.05,0.39,20.00,0.01,0.51,820.00,0.44,0.38,932.00,0.50,0.33,92.00,0.05,0.28,17.00,0.01,0.61,669.00,0.36,0.39,1000.00,0.54,0.34,170.00,0.09,0.29,22.00,0.01,0.28
11 a 20,734.00,0.38,0.36,1080.00,0.55,0.37,130.00,0.07,0.38,6.00,0.00,0.38,722.00,0.37,0.36,1121.00,0.58,0.37,100.00,0.05,0.34,7.00,0.00,0.41,717.00,0.37,0.35,978.00,0.50,0.38,215.00,0.11,0.39,40.00,0.02,0.39,814.00,0.42,0.36,1040.00,0.53,0.37,85.00,0.04,0.32,11.00,0.01,0.33,767.00,0.39,0.35,1029.00,0.53,0.38,140.00,0.07,0.38,14.00,0.01,0.26,885.00,0.45,0.35,975.00,0.50,0.38,81.00,0.04,0.35,9.00,0.01,0.23,775.00,0.40,0.36,1043.00,0.54,0.37,125.00,0.06,0.38,7.00,0.00,0.25,602.00,0.31,0.35,1094.00,0.56,0.37,224.00,0.12,0.39,30.00,0.02,0.39
21 a 30,569.00,0.37,0.28,838.00,0.55,0.29,115.00,0.08,0.34,3.00,0.00,0.19,530.00,0.35,0.26,891.00,0.58,0.30,99.00,0.07,0.34,5.00,0.00,0.29,529.00,0.35,0.25,794.00,0.52,0.31,169.00,0.11,0.31,33.00,0.02,0.32,595.00,0.39,0.26,826.00,0.54,0.30,92.00,0.06,0.35,12.00,0.01,0.36,572.00,0.38,0.26,813.00,0.53,0.30,120.00,0.08,0.33,20.00,0.01,0.36,696.00,0.46,0.28,758.00,0.50,0.30,61.00,0.04,0.26,10.00,0.01,0.26,582.00,0.38,0.27,827.00,0.54,0.30,112.00,0.07,0.34,4.00,0.00,0.14,448.00,0.29,0.26,866.00,0.57,0.29,185.00,0.12,0.32,26.00,0.02,0.33
31 a 40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41 a 50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
