Entidad,B4-A-Siempre-Recuento,B4-A-Siempre-% del N de fila,B4-A-Siempre-% de N columnas,B4-A-Muchas veces-Recuento,B4-A-Muchas veces-% del N de fila,B4-A-Muchas veces-% de N columnas,B4-A-Pocas veces-Recuento,B4-A-Pocas veces-% del N de fila,B4-A-Pocas veces-% de N columnas,B4-A-Nunca-Recuento,B4-A-Nunca-% del N de fila,B4-A-Nunca-% de N columnas,B4-B-Siempre-Recuento,B4-B-Siempre-% del N de fila,B4-B-Siempre-% de N columnas,B4-B-Muchas veces-Recuento,B4-B-Muchas veces-% del N de fila,B4-B-Muchas veces-% de N columnas,B4-B-Pocas veces-Recuento,B4-B-Pocas veces-% del N de fila,B4-B-Pocas veces-% de N columnas,B4-B-Nunca-Recuento,B4-B-Nunca-% del N de fila,B4-B-Nunca-% de N columnas,B4-C-Siempre-Recuento,B4-C-Siempre-% del N de fila,B4-C-Siempre-% de N columnas,B4-C-Muchas veces-Recuento,B4-C-Muchas veces-% del N de fila,B4-C-Muchas veces-% de N columnas,B4-C-Pocas veces-Recuento,B4-C-Pocas veces-% del N de fila,B4-C-Pocas veces-% de N columnas,B4-C-Nunca-Recuento,B4-C-Nunca-% del N de fila,B4-C-Nunca-% de N columnas,B4-D-Siempre-Recuento,B4-D-Siempre-% del N de fila,B4-D-Siempre-% de N columnas,B4-D-Muchas veces-Recuento,B4-D-Muchas veces-% del N de fila,B4-D-Muchas veces-% de N columnas,B4-D-Pocas veces-Recuento,B4-D-Pocas veces-% del N de fila,B4-D-Pocas veces-% de N columnas,B4-D-Nunca-Recuento,B4-D-Nunca-% del N de fila,B4-D-Nunca-% de N columnas,B4-E-Siempre-Recuento,B4-E-Siempre-% del N de fila,B4-E-Siempre-% de N columnas,B4-E-Muchas veces-Recuento,B4-E-Muchas veces-% del N de fila,B4-E-Muchas veces-% de N columnas,B4-E-Pocas veces-Recuento,B4-E-Pocas veces-% del N de fila,B4-E-Pocas veces-% de N columnas,B4-E-Nunca-Recuento,B4-E-Nunca-% del N de fila,B4-E-Nunca-% de N columnas,B4-F-Siempre-Recuento,B4-F-Siempre-% del N de fila,B4-F-Siempre-% de N columnas,B4-F-Muchas veces-Recuento,B4-F-Muchas veces-% del N de fila,B4-F-Muchas veces-% de N columnas,B4-F-Pocas veces-Recuento,B4-F-Pocas veces-% del N de fila,B4-F-Pocas veces-% de N columnas,B4-F-Nunca-Recuento,B4-F-Nunca-% del N de fila,B4-F-Nunca-% de N columnas,B4-G-Siempre-Recuento,B4-G-Siempre-% del N de fila,B4-G-Siempre-% de N columnas,B4-G-Muchas veces-Recuento,B4-G-Muchas veces-% del N de fila,B4-G-Muchas veces-% de N columnas,B4-G-Pocas veces-Recuento,B4-G-Pocas veces-% del N de fila,B4-G-Pocas veces-% de N columnas,B4-G-Nunca-Recuento,B4-G-Nunca-% del N de fila,B4-G-Nunca-% de N columnas,B4-H-Siempre-Recuento,B4-H-Siempre-% del N de fila,B4-H-Siempre-% de N columnas,B4-H-Muchas veces-Recuento,B4-H-Muchas veces-% del N de fila,B4-H-Muchas veces-% de N columnas,B4-H-Pocas veces-Recuento,B4-H-Pocas veces-% del N de fila,B4-H-Pocas veces-% de N columnas,B4-H-Nunca-Recuento,B4-H-Nunca-% del N de fila,B4-H-Nunca-% de N columnas,B4-I-Siempre-Recuento,B4-I-Siempre-% del N de fila,B4-I-Siempre-% de N columnas,B4-I-Muchas veces-Recuento,B4-I-Muchas veces-% del N de fila,B4-I-Muchas veces-% de N columnas,B4-I-Pocas veces-Recuento,B4-I-Pocas veces-% del N de fila,B4-I-Pocas veces-% de N columnas,B4-I-Nunca-Recuento,B4-I-Nunca-% del N de fila,B4-I-Nunca-% de N columnas,B4-J-Siempre-Recuento,B4-J-Siempre-% del N de fila,B4-J-Siempre-% de N columnas,B4-J-Muchas veces-Recuento,B4-J-Muchas veces-% del N de fila,B4-J-Muchas veces-% de N columnas,B4-J-Pocas veces-Recuento,B4-J-Pocas veces-% del N de fila,B4-J-Pocas veces-% de N columnas,B4-J-Nunca-Recuento,B4-J-Nunca-% del N de fila,B4-J-Nunca-% de N columnas,B4-K-Siempre-Recuento,B4-K-Siempre-% del N de fila,B4-K-Siempre-% de N columnas,B4-K-Muchas veces-Recuento,B4-K-Muchas veces-% del N de fila,B4-K-Muchas veces-% de N columnas,B4-K-Pocas veces-Recuento,B4-K-Pocas veces-% del N de fila,B4-K-Pocas veces-% de N columnas,B4-K-Nunca-Recuento,B4-K-Nunca-% del N de fila,B4-K-Nunca-% de N columnas
Mujer,4384.00,0.55,0.69,2500.00,0.31,0.69,1065.00,0.13,0.76,51.00,0.01,0.76,4775.00,0.60,0.69,2631.00,0.33,0.70,567.00,0.07,0.73,27.00,0.00,0.75,1012.00,0.13,0.66,1174.00,0.15,0.70,3434.00,0.43,0.71,2380.00,0.30,0.69,3843.00,0.48,0.71,2830.00,0.35,0.67,1249.00,0.16,0.73,78.00,0.01,0.72,3764.00,0.47,0.70,3105.00,0.39,0.69,1048.00,0.13,0.74,83.00,0.01,0.80,831.00,0.10,0.66,1248.00,0.16,0.69,3093.00,0.39,0.71,2828.00,0.35,0.70,3539.00,0.44,0.69,3043.00,0.38,0.69,1254.00,0.16,0.74,164.00,0.02,0.75,3285.00,0.41,0.68,3366.00,0.42,0.70,1240.00,0.16,0.75,109.00,0.01,0.76,3896.00,0.49,0.70,3239.00,0.41,0.69,814.00,0.10,0.74,51.00,0.01,0.72,4043.00,0.51,0.69,3038.00,0.38,0.69,856.00,0.11,0.75,63.00,0.01,0.76,3876.00,0.48,0.69,3034.00,0.38,0.69,990.00,0.12,0.76,100.00,0.01,0.81
18 a 20 años,43.00,0.52,0.01,27.00,0.33,0.01,12.00,0.15,0.01,1.00,0.01,0.02,49.00,0.59,0.01,27.00,0.33,0.01,6.00,0.07,0.01,1.00,0.01,0.03,9.00,0.11,0.01,15.00,0.18,0.01,35.00,0.42,0.01,24.00,0.29,0.01,42.00,0.51,0.01,27.00,0.33,0.01,14.00,0.17,0.01,0.00,0.00,0.00,43.00,0.52,0.01,26.00,0.31,0.01,14.00,0.17,0.01,0.00,0.00,0.00,11.00,0.13,0.01,12.00,0.15,0.01,31.00,0.37,0.01,29.00,0.35,0.01,43.00,0.52,0.01,24.00,0.29,0.01,16.00,0.19,0.01,0.00,0.00,0.00,42.00,0.51,0.01,31.00,0.37,0.01,9.00,0.11,0.01,1.00,0.01,0.01,44.00,0.53,0.01,32.00,0.39,0.01,7.00,0.08,0.01,0.00,0.00,0.00,49.00,0.59,0.01,28.00,0.34,0.01,6.00,0.07,0.01,0.00,0.00,0.00,44.00,0.53,0.01,26.00,0.31,0.01,13.00,0.16,0.01,0.00,0.00,0.00
21 a 30 años,1304.00,0.55,0.21,767.00,0.32,0.21,303.00,0.13,0.22,20.00,0.01,0.30,1432.00,0.60,0.21,770.00,0.32,0.21,183.00,0.08,0.24,9.00,0.00,0.25,424.00,0.18,0.28,357.00,0.15,0.21,920.00,0.38,0.19,693.00,0.29,0.20,1206.00,0.50,0.22,851.00,0.36,0.20,315.00,0.13,0.18,22.00,0.01,0.20,1148.00,0.48,0.21,929.00,0.39,0.21,291.00,0.12,0.21,26.00,0.01,0.25,346.00,0.15,0.28,393.00,0.16,0.22,852.00,0.36,0.20,803.00,0.34,0.20,1106.00,0.46,0.22,892.00,0.37,0.20,356.00,0.15,0.21,40.00,0.02,0.18,1022.00,0.43,0.21,964.00,0.40,0.20,371.00,0.16,0.23,37.00,0.02,0.26,1175.00,0.49,0.21,966.00,0.40,0.20,237.00,0.10,0.21,16.00,0.01,0.23,1226.00,0.51,0.21,919.00,0.38,0.21,232.00,0.10,0.20,17.00,0.01,0.21,1210.00,0.51,0.22,888.00,0.37,0.20,266.00,0.11,0.20,30.00,0.01,0.24
31 a 40 años,2124.00,0.53,0.33,1359.00,0.34,0.38,537.00,0.13,0.38,23.00,0.01,0.34,2337.00,0.58,0.34,1413.00,0.35,0.38,280.00,0.07,0.36,13.00,0.00,0.36,576.00,0.14,0.38,652.00,0.16,0.39,1718.00,0.43,0.36,1097.00,0.27,0.32,1845.00,0.46,0.34,1516.00,0.38,0.36,642.00,0.16,0.37,40.00,0.01,0.37,1795.00,0.44,0.33,1675.00,0.41,0.37,529.00,0.13,0.38,44.00,0.01,0.42,452.00,0.11,0.36,699.00,0.17,0.39,1568.00,0.39,0.36,1324.00,0.33,0.33,1695.00,0.42,0.33,1625.00,0.40,0.37,637.00,0.16,0.37,86.00,0.02,0.39,1543.00,0.38,0.32,1797.00,0.44,0.37,642.00,0.16,0.39,61.00,0.02,0.42,1808.00,0.45,0.33,1770.00,0.44,0.38,435.00,0.11,0.39,30.00,0.01,0.42,1963.00,0.49,0.34,1625.00,0.40,0.37,426.00,0.11,0.37,29.00,0.01,0.35,1862.00,0.46,0.33,1642.00,0.41,0.37,489.00,0.12,0.37,50.00,0.01,0.41
41 a 50 años,1840.00,0.58,0.29,970.00,0.30,0.27,373.00,0.12,0.27,15.00,0.01,0.22,1934.00,0.61,0.28,1038.00,0.33,0.28,218.00,0.07,0.28,8.00,0.00,0.22,347.00,0.11,0.23,443.00,0.14,0.27,1380.00,0.43,0.29,1028.00,0.32,0.30,1488.00,0.47,0.27,1176.00,0.37,0.28,502.00,0.16,0.29,32.00,0.01,0.29,1521.00,0.48,0.28,1250.00,0.39,0.28,400.00,0.13,0.28,27.00,0.01,0.26,295.00,0.09,0.24,477.00,0.15,0.27,1231.00,0.39,0.28,1195.00,0.37,0.30,1418.00,0.44,0.28,1242.00,0.39,0.28,474.00,0.15,0.28,64.00,0.02,0.29,1392.00,0.44,0.29,1351.00,0.42,0.28,424.00,0.13,0.26,31.00,0.01,0.22,1577.00,0.49,0.28,1303.00,0.41,0.28,303.00,0.10,0.27,15.00,0.01,0.21,1638.00,0.51,0.28,1216.00,0.38,0.28,323.00,0.10,0.28,21.00,0.01,0.25,1524.00,0.48,0.27,1266.00,0.40,0.29,381.00,0.12,0.29,27.00,0.01,0.22
51 a 60 años,922.00,0.60,0.15,441.00,0.29,0.12,161.00,0.11,0.12,6.00,0.00,0.09,980.00,0.64,0.14,461.00,0.30,0.12,85.00,0.06,0.11,4.00,0.00,0.11,154.00,0.10,0.10,181.00,0.12,0.11,677.00,0.44,0.14,518.00,0.34,0.15,732.00,0.48,0.14,557.00,0.36,0.13,229.00,0.15,0.13,12.00,0.01,0.11,785.00,0.51,0.15,575.00,0.38,0.13,165.00,0.11,0.12,5.00,0.00,0.05,136.00,0.09,0.11,198.00,0.13,0.11,607.00,0.40,0.14,589.00,0.39,0.15,752.00,0.49,0.15,552.00,0.36,0.13,200.00,0.13,0.12,26.00,0.02,0.12,734.00,0.48,0.15,592.00,0.39,0.12,192.00,0.13,0.12,12.00,0.01,0.08,823.00,0.54,0.15,584.00,0.38,0.12,115.00,0.08,0.10,8.00,0.01,0.11,850.00,0.56,0.15,520.00,0.34,0.12,148.00,0.10,0.13,12.00,0.01,0.15,827.00,0.54,0.15,538.00,0.35,0.12,151.00,0.10,0.12,14.00,0.01,0.11
61 a 70 años,127.00,0.68,0.02,44.00,0.23,0.01,15.00,0.08,0.01,2.00,0.01,0.03,134.00,0.71,0.02,48.00,0.26,0.01,5.00,0.03,0.01,1.00,0.01,0.03,16.00,0.09,0.01,22.00,0.12,0.01,78.00,0.42,0.02,72.00,0.38,0.02,102.00,0.54,0.02,64.00,0.34,0.02,19.00,0.10,0.01,3.00,0.02,0.03,111.00,0.59,0.02,66.00,0.35,0.02,9.00,0.05,0.01,2.00,0.01,0.02,13.00,0.07,0.01,17.00,0.09,0.01,72.00,0.38,0.02,86.00,0.46,0.02,112.00,0.60,0.02,53.00,0.28,0.01,21.00,0.11,0.01,2.00,0.01,0.01,102.00,0.54,0.02,71.00,0.38,0.02,13.00,0.07,0.01,2.00,0.01,0.01,110.00,0.59,0.02,65.00,0.35,0.01,11.00,0.06,0.01,2.00,0.01,0.03,115.00,0.61,0.02,62.00,0.33,0.01,7.00,0.04,0.01,4.00,0.02,0.05,119.00,0.63,0.02,59.00,0.31,0.01,8.00,0.04,0.01,2.00,0.01,0.02
71 a 80 años,9.00,0.69,0.00,2.00,0.15,0.00,2.00,0.15,0.00,0.00,0.00,0.00,10.00,0.77,0.00,3.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.15,0.00,1.00,0.08,0.00,7.00,0.54,0.00,3.00,0.23,0.00,7.00,0.54,0.00,6.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.54,0.00,6.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.08,0.00,2.00,0.15,0.00,3.00,0.23,0.00,7.00,0.54,0.00,8.00,0.62,0.00,5.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.62,0.00,4.00,0.31,0.00,1.00,0.08,0.00,0.00,0.00,0.00,8.00,0.62,0.00,5.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.54,0.00,5.00,0.39,0.00,1.00,0.08,0.00,0.00,0.00,0.00,8.00,0.62,0.00,4.00,0.31,0.00,1.00,0.08,0.00,0.00,0.00,0.00
81 a 90 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91 a 99 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Preparatoria, bachillerato o carrera técnica",18.00,0.50,0.00,12.00,0.33,0.00,6.00,0.17,0.00,0.00,0.00,0.00,16.00,0.44,0.00,14.00,0.39,0.00,6.00,0.17,0.01,0.00,0.00,0.00,7.00,0.19,0.01,4.00,0.11,0.00,17.00,0.47,0.00,8.00,0.22,0.00,14.00,0.39,0.00,14.00,0.39,0.00,8.00,0.22,0.01,0.00,0.00,0.00,15.00,0.42,0.00,12.00,0.33,0.00,9.00,0.25,0.01,0.00,0.00,0.00,6.00,0.17,0.01,8.00,0.22,0.00,10.00,0.28,0.00,12.00,0.33,0.00,17.00,0.47,0.00,9.00,0.25,0.00,9.00,0.25,0.01,1.00,0.03,0.01,13.00,0.36,0.00,15.00,0.42,0.00,6.00,0.17,0.00,2.00,0.06,0.01,19.00,0.53,0.00,12.00,0.33,0.00,5.00,0.14,0.01,0.00,0.00,0.00,14.00,0.39,0.00,14.00,0.39,0.00,7.00,0.19,0.01,1.00,0.03,0.01,15.00,0.42,0.00,11.00,0.31,0.00,9.00,0.25,0.01,1.00,0.03,0.01
Normal básica sin licenciatura,308.00,0.67,0.05,102.00,0.22,0.03,46.00,0.10,0.03,2.00,0.00,0.03,319.00,0.70,0.05,118.00,0.26,0.03,18.00,0.04,0.02,3.00,0.01,0.08,46.00,0.10,0.03,46.00,0.10,0.03,198.00,0.43,0.04,168.00,0.37,0.05,222.00,0.49,0.04,161.00,0.35,0.04,72.00,0.16,0.04,3.00,0.01,0.03,256.00,0.56,0.05,161.00,0.35,0.04,40.00,0.09,0.03,1.00,0.00,0.01,43.00,0.09,0.03,48.00,0.11,0.03,181.00,0.40,0.04,186.00,0.41,0.05,239.00,0.52,0.05,162.00,0.35,0.04,50.00,0.11,0.03,7.00,0.02,0.03,232.00,0.51,0.05,177.00,0.39,0.04,45.00,0.10,0.03,4.00,0.01,0.03,253.00,0.55,0.05,176.00,0.38,0.04,27.00,0.06,0.02,2.00,0.00,0.03,274.00,0.60,0.05,138.00,0.30,0.03,41.00,0.09,0.04,5.00,0.01,0.06,277.00,0.61,0.05,143.00,0.31,0.03,36.00,0.08,0.03,2.00,0.00,0.02
Normal superior,148.00,0.63,0.02,66.00,0.28,0.02,21.00,0.09,0.02,1.00,0.00,0.02,162.00,0.69,0.02,59.00,0.25,0.02,15.00,0.06,0.02,0.00,0.00,0.00,25.00,0.11,0.02,19.00,0.08,0.01,115.00,0.49,0.02,77.00,0.33,0.02,113.00,0.48,0.02,89.00,0.38,0.02,33.00,0.14,0.02,1.00,0.00,0.01,125.00,0.53,0.02,82.00,0.35,0.02,29.00,0.12,0.02,0.00,0.00,0.00,25.00,0.11,0.02,24.00,0.10,0.01,95.00,0.40,0.02,92.00,0.39,0.02,120.00,0.51,0.02,79.00,0.34,0.02,30.00,0.13,0.02,7.00,0.03,0.03,103.00,0.44,0.02,96.00,0.41,0.02,36.00,0.15,0.02,1.00,0.00,0.01,121.00,0.51,0.02,91.00,0.39,0.02,23.00,0.10,0.02,1.00,0.00,0.01,125.00,0.53,0.02,90.00,0.38,0.02,20.00,0.09,0.02,1.00,0.00,0.01,125.00,0.53,0.02,85.00,0.36,0.02,25.00,0.11,0.02,1.00,0.00,0.01
Normal Intercultural Bilingüe,52.00,0.49,0.01,34.00,0.32,0.01,20.00,0.19,0.01,0.00,0.00,0.00,61.00,0.58,0.01,36.00,0.34,0.01,9.00,0.09,0.01,0.00,0.00,0.00,15.00,0.14,0.01,17.00,0.16,0.01,35.00,0.33,0.01,39.00,0.37,0.01,46.00,0.43,0.01,43.00,0.41,0.01,15.00,0.14,0.01,2.00,0.02,0.02,47.00,0.44,0.01,44.00,0.42,0.01,12.00,0.11,0.01,3.00,0.03,0.03,12.00,0.11,0.01,21.00,0.20,0.01,37.00,0.35,0.01,36.00,0.34,0.01,43.00,0.41,0.01,45.00,0.43,0.01,17.00,0.16,0.01,1.00,0.01,0.01,47.00,0.44,0.01,40.00,0.38,0.01,17.00,0.16,0.01,2.00,0.02,0.01,52.00,0.49,0.01,42.00,0.40,0.01,12.00,0.11,0.01,0.00,0.00,0.00,49.00,0.46,0.01,48.00,0.45,0.01,9.00,0.09,0.01,0.00,0.00,0.00,46.00,0.43,0.01,50.00,0.47,0.01,10.00,0.09,0.01,0.00,0.00,0.00
Licenciatura,4740.00,0.55,0.74,2767.00,0.32,0.77,1037.00,0.12,0.74,51.00,0.01,0.76,5152.00,0.60,0.75,2836.00,0.33,0.75,580.00,0.07,0.75,27.00,0.00,0.75,1115.00,0.13,0.73,1251.00,0.15,0.75,3594.00,0.42,0.75,2635.00,0.31,0.77,4108.00,0.48,0.76,3139.00,0.37,0.75,1264.00,0.15,0.73,84.00,0.01,0.77,4038.00,0.47,0.75,3444.00,0.40,0.76,1038.00,0.12,0.74,75.00,0.01,0.72,912.00,0.11,0.73,1353.00,0.16,0.75,3242.00,0.38,0.74,3088.00,0.36,0.77,3859.00,0.45,0.75,3310.00,0.39,0.75,1269.00,0.15,0.75,157.00,0.02,0.72,3646.00,0.42,0.75,3619.00,0.42,0.75,1226.00,0.14,0.74,104.00,0.01,0.72,4166.00,0.49,0.75,3581.00,0.42,0.76,799.00,0.09,0.72,49.00,0.01,0.69,4419.00,0.51,0.76,3296.00,0.38,0.75,820.00,0.10,0.72,60.00,0.01,0.72,4198.00,0.49,0.75,3354.00,0.39,0.76,966.00,0.11,0.74,77.00,0.01,0.63
Especialidad,42.00,0.56,0.01,18.00,0.24,0.01,14.00,0.19,0.01,1.00,0.01,0.02,42.00,0.56,0.01,24.00,0.32,0.01,9.00,0.12,0.01,0.00,0.00,0.00,17.00,0.23,0.01,9.00,0.12,0.01,34.00,0.45,0.01,15.00,0.20,0.00,37.00,0.49,0.01,24.00,0.32,0.01,14.00,0.19,0.01,0.00,0.00,0.00,36.00,0.48,0.01,30.00,0.40,0.01,8.00,0.11,0.01,1.00,0.01,0.01,14.00,0.19,0.01,11.00,0.15,0.01,32.00,0.43,0.01,18.00,0.24,0.00,34.00,0.45,0.01,25.00,0.33,0.01,14.00,0.19,0.01,2.00,0.03,0.01,27.00,0.36,0.01,32.00,0.43,0.01,16.00,0.21,0.01,0.00,0.00,0.00,36.00,0.48,0.01,28.00,0.37,0.01,9.00,0.12,0.01,2.00,0.03,0.03,37.00,0.49,0.01,23.00,0.31,0.01,15.00,0.20,0.01,0.00,0.00,0.00,34.00,0.45,0.01,23.00,0.31,0.01,16.00,0.21,0.01,2.00,0.03,0.02
Maestría,970.00,0.55,0.15,566.00,0.32,0.16,233.00,0.13,0.17,12.00,0.01,0.18,1026.00,0.58,0.15,623.00,0.35,0.17,127.00,0.07,0.16,5.00,0.00,0.14,273.00,0.15,0.18,305.00,0.17,0.18,756.00,0.42,0.16,447.00,0.25,0.13,808.00,0.45,0.15,670.00,0.38,0.16,289.00,0.16,0.17,14.00,0.01,0.13,819.00,0.46,0.15,694.00,0.39,0.15,249.00,0.14,0.18,19.00,0.01,0.18,218.00,0.12,0.17,308.00,0.17,0.17,700.00,0.39,0.16,555.00,0.31,0.14,752.00,0.42,0.15,710.00,0.40,0.16,281.00,0.16,0.17,38.00,0.02,0.17,706.00,0.40,0.15,770.00,0.43,0.16,276.00,0.16,0.17,29.00,0.02,0.20,825.00,0.46,0.15,734.00,0.41,0.16,207.00,0.12,0.19,15.00,0.01,0.21,857.00,0.48,0.15,704.00,0.40,0.16,206.00,0.12,0.18,14.00,0.01,0.17,821.00,0.46,0.15,703.00,0.40,0.16,222.00,0.13,0.17,35.00,0.02,0.29
Doctorado,85.00,0.55,0.01,45.00,0.29,0.01,25.00,0.16,0.02,0.00,0.00,0.00,93.00,0.60,0.01,48.00,0.31,0.01,13.00,0.08,0.02,1.00,0.01,0.03,28.00,0.18,0.02,20.00,0.13,0.01,65.00,0.42,0.01,42.00,0.27,0.01,68.00,0.44,0.01,56.00,0.36,0.01,26.00,0.17,0.02,5.00,0.03,0.05,68.00,0.44,0.01,60.00,0.39,0.01,22.00,0.14,0.02,5.00,0.03,0.05,23.00,0.15,0.02,25.00,0.16,0.01,64.00,0.41,0.02,43.00,0.28,0.01,64.00,0.41,0.01,52.00,0.34,0.01,34.00,0.22,0.02,5.00,0.03,0.02,65.00,0.42,0.01,58.00,0.37,0.01,30.00,0.19,0.02,2.00,0.01,0.01,67.00,0.43,0.01,60.00,0.39,0.01,26.00,0.17,0.02,2.00,0.01,0.03,68.00,0.44,0.01,60.00,0.39,0.01,25.00,0.16,0.02,2.00,0.01,0.02,72.00,0.47,0.01,54.00,0.35,0.01,24.00,0.16,0.02,5.00,0.03,0.04
Posdoctorado,6.00,0.86,0.00,0.00,0.00,0.00,1.00,0.14,0.00,0.00,0.00,0.00,5.00,0.71,0.00,2.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.29,0.00,0.00,0.00,0.00,1.00,0.14,0.00,4.00,0.57,0.00,6.00,0.86,0.00,1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.86,0.00,0.00,0.00,0.00,1.00,0.14,0.00,0.00,0.00,0.00,1.00,0.14,0.00,0.00,0.00,0.00,3.00,0.43,0.00,3.00,0.43,0.00,6.00,0.86,0.00,1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.57,0.00,3.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.86,0.00,1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.71,0.00,2.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.86,0.00,0.00,0.00,0.00,1.00,0.14,0.00,0.00,0.00,0.00
Menor o igual a 10,2294.00,0.54,0.36,1333.00,0.32,0.37,571.00,0.14,0.41,38.00,0.01,0.57,2514.00,0.59,0.37,1401.00,0.33,0.37,305.00,0.07,0.39,16.00,0.00,0.44,688.00,0.16,0.45,660.00,0.16,0.40,1658.00,0.39,0.34,1230.00,0.29,0.36,2060.00,0.49,0.38,1522.00,0.36,0.36,609.00,0.14,0.35,45.00,0.01,0.41,1983.00,0.47,0.37,1682.00,0.40,0.37,518.00,0.12,0.37,53.00,0.01,0.51,557.00,0.13,0.44,717.00,0.17,0.40,1532.00,0.36,0.35,1430.00,0.34,0.36,1915.00,0.45,0.37,1622.00,0.38,0.37,630.00,0.15,0.37,69.00,0.02,0.32,1759.00,0.42,0.36,1757.00,0.42,0.37,658.00,0.16,0.40,62.00,0.02,0.43,2036.00,0.48,0.37,1737.00,0.41,0.37,432.00,0.10,0.39,31.00,0.01,0.44,2140.00,0.51,0.37,1651.00,0.39,0.38,416.00,0.10,0.36,29.00,0.01,0.35,2115.00,0.50,0.38,1588.00,0.38,0.36,481.00,0.11,0.37,52.00,0.01,0.42
11 a 20,2090.00,0.54,0.33,1293.00,0.34,0.36,467.00,0.12,0.33,14.00,0.00,0.21,2282.00,0.59,0.33,1307.00,0.34,0.35,265.00,0.07,0.34,10.00,0.00,0.28,496.00,0.13,0.33,587.00,0.15,0.35,1685.00,0.44,0.35,1096.00,0.28,0.32,1755.00,0.45,0.32,1476.00,0.38,0.35,599.00,0.16,0.35,34.00,0.01,0.31,1760.00,0.46,0.33,1560.00,0.40,0.35,517.00,0.13,0.37,27.00,0.01,0.26,397.00,0.10,0.32,621.00,0.16,0.35,1520.00,0.39,0.35,1326.00,0.34,0.33,1634.00,0.42,0.32,1562.00,0.40,0.36,578.00,0.15,0.34,90.00,0.02,0.41,1522.00,0.39,0.31,1727.00,0.45,0.36,561.00,0.15,0.34,54.00,0.01,0.38,1781.00,0.46,0.32,1669.00,0.43,0.35,391.00,0.10,0.35,23.00,0.01,0.32,1933.00,0.50,0.33,1509.00,0.39,0.35,395.00,0.10,0.35,27.00,0.01,0.33,1769.00,0.46,0.32,1574.00,0.41,0.36,480.00,0.12,0.37,41.00,0.01,0.33
