Entidad,B6-A-Totalmente de acuerdo-Recuento,B6-A-Totalmente de acuerdo-% del N de fila,B6-A-Totalmente de acuerdo-% de N columnas,B6-A-De acuerdo-Recuento,B6-A-De acuerdo-% del N de fila,B6-A-De acuerdo-% de N columnas,B6-A-En desacuerdo-Recuento,B6-A-En desacuerdo-% del N de fila,B6-A-En desacuerdo-% de N columnas,B6-A-Totalmente en desacuerdo-Recuento,B6-A-Totalmente en desacuerdo-% del N de fila,B6-A-Totalmente en desacuerdo-% de N columnas,B6-A-No sé o no estoy seguro-Recuento,B6-A-No sé o no estoy seguro-% del N de fila,B6-A-No sé o no estoy seguro-% de N columnas,B6-B-Totalmente de acuerdo-Recuento,B6-B-Totalmente de acuerdo-% del N de fila,B6-B-Totalmente de acuerdo-% de N columnas,B6-B-De acuerdo-Recuento,B6-B-De acuerdo-% del N de fila,B6-B-De acuerdo-% de N columnas,B6-B-En desacuerdo-Recuento,B6-B-En desacuerdo-% del N de fila,B6-B-En desacuerdo-% de N columnas,B6-B-Totalmente en desacuerdo-Recuento,B6-B-Totalmente en desacuerdo-% del N de fila,B6-B-Totalmente en desacuerdo-% de N columnas,B6-B-No sé o no estoy seguro-Recuento,B6-B-No sé o no estoy seguro-% del N de fila,B6-B-No sé o no estoy seguro-% de N columnas,B6-C-Totalmente de acuerdo-Recuento,B6-C-Totalmente de acuerdo-% del N de fila,B6-C-Totalmente de acuerdo-% de N columnas,B6-C-De acuerdo-Recuento,B6-C-De acuerdo-% del N de fila,B6-C-De acuerdo-% de N columnas,B6-C-En desacuerdo-Recuento,B6-C-En desacuerdo-% del N de fila,B6-C-En desacuerdo-% de N columnas,B6-C-Totalmente en desacuerdo-Recuento,B6-C-Totalmente en desacuerdo-% del N de fila,B6-C-Totalmente en desacuerdo-% de N columnas,B6-C-No sé o no estoy seguro-Recuento,B6-C-No sé o no estoy seguro-% del N de fila,B6-C-No sé o no estoy seguro-% de N columnas,B6-D-Totalmente de acuerdo-Recuento,B6-D-Totalmente de acuerdo-% del N de fila,B6-D-Totalmente de acuerdo-% de N columnas,B6-D-De acuerdo-Recuento,B6-D-De acuerdo-% del N de fila,B6-D-De acuerdo-% de N columnas,B6-D-En desacuerdo-Recuento,B6-D-En desacuerdo-% del N de fila,B6-D-En desacuerdo-% de N columnas,B6-D-Totalmente en desacuerdo-Recuento,B6-D-Totalmente en desacuerdo-% del N de fila,B6-D-Totalmente en desacuerdo-% de N columnas,B6-D-No sé o no estoy seguro-Recuento,B6-D-No sé o no estoy seguro-% del N de fila,B6-D-No sé o no estoy seguro-% de N columnas,B6-E-Totalmente de acuerdo-Recuento,B6-E-Totalmente de acuerdo-% del N de fila,B6-E-Totalmente de acuerdo-% de N columnas,B6-E-De acuerdo-Recuento,B6-E-De acuerdo-% del N de fila,B6-E-De acuerdo-% de N columnas,B6-E-En desacuerdo-Recuento,B6-E-En desacuerdo-% del N de fila,B6-E-En desacuerdo-% de N columnas,B6-E-Totalmente en desacuerdo-Recuento,B6-E-Totalmente en desacuerdo-% del N de fila,B6-E-Totalmente en desacuerdo-% de N columnas,B6-E-No sé o no estoy seguro-Recuento,B6-E-No sé o no estoy seguro-% del N de fila,B6-E-No sé o no estoy seguro-% de N columnas,B6-F-Totalmente de acuerdo-Recuento,B6-F-Totalmente de acuerdo-% del N de fila,B6-F-Totalmente de acuerdo-% de N columnas,B6-F-De acuerdo-Recuento,B6-F-De acuerdo-% del N de fila,B6-F-De acuerdo-% de N columnas,B6-F-En desacuerdo-Recuento,B6-F-En desacuerdo-% del N de fila,B6-F-En desacuerdo-% de N columnas,B6-F-Totalmente en desacuerdo-Recuento,B6-F-Totalmente en desacuerdo-% del N de fila,B6-F-Totalmente en desacuerdo-% de N columnas,B6-F-No sé o no estoy seguro-Recuento,B6-F-No sé o no estoy seguro-% del N de fila,B6-F-No sé o no estoy seguro-% de N columnas,B6-G-Totalmente de acuerdo-Recuento,B6-G-Totalmente de acuerdo-% del N de fila,B6-G-Totalmente de acuerdo-% de N columnas,B6-G-De acuerdo-Recuento,B6-G-De acuerdo-% del N de fila,B6-G-De acuerdo-% de N columnas,B6-G-En desacuerdo-Recuento,B6-G-En desacuerdo-% del N de fila,B6-G-En desacuerdo-% de N columnas,B6-G-Totalmente en desacuerdo-Recuento,B6-G-Totalmente en desacuerdo-% del N de fila,B6-G-Totalmente en desacuerdo-% de N columnas,B6-G-No sé o no estoy seguro-Recuento,B6-G-No sé o no estoy seguro-% del N de fila,B6-G-No sé o no estoy seguro-% de N columnas,B6-H-Totalmente de acuerdo-Recuento,B6-H-Totalmente de acuerdo-% del N de fila,B6-H-Totalmente de acuerdo-% de N columnas,B6-H-De acuerdo-Recuento,B6-H-De acuerdo-% del N de fila,B6-H-De acuerdo-% de N columnas,B6-H-En desacuerdo-Recuento,B6-H-En desacuerdo-% del N de fila,B6-H-En desacuerdo-% de N columnas,B6-H-Totalmente en desacuerdo-Recuento,B6-H-Totalmente en desacuerdo-% del N de fila,B6-H-Totalmente en desacuerdo-% de N columnas,B6-H-No sé o no estoy seguro-Recuento,B6-H-No sé o no estoy seguro-% del N de fila,B6-H-No sé o no estoy seguro-% de N columnas,B6-I-Totalmente de acuerdo-Recuento,B6-I-Totalmente de acuerdo-% del N de fila,B6-I-Totalmente de acuerdo-% de N columnas,B6-I-De acuerdo-Recuento,B6-I-De acuerdo-% del N de fila,B6-I-De acuerdo-% de N columnas,B6-I-En desacuerdo-Recuento,B6-I-En desacuerdo-% del N de fila,B6-I-En desacuerdo-% de N columnas,B6-I-Totalmente en desacuerdo-Recuento,B6-I-Totalmente en desacuerdo-% del N de fila,B6-I-Totalmente en desacuerdo-% de N columnas,B6-I-No sé o no estoy seguro-Recuento,B6-I-No sé o no estoy seguro-% del N de fila,B6-I-No sé o no estoy seguro-% de N columnas
31 a 40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41 a 50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Mayor o igual a 51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Definitivo o base,957.000,0.193,0.920,3057.000,0.616,0.926,505.000,0.102,0.946,67.000,0.014,0.957,373.000,0.075,0.954,1261.000,0.254,0.926,3099.000,0.625,0.927,337.000,0.068,0.941,44.000,0.009,0.957,218.000,0.044,0.960,1674.000,0.338,0.932,2923.000,0.589,0.926,241.000,0.049,0.945,30.000,0.006,0.938,91.000,0.018,0.938,2017.000,0.407,0.929,2711.000,0.547,0.930,138.000,0.028,0.926,18.000,0.004,0.947,75.000,0.015,0.938,1201.000,0.242,0.916,3176.000,0.640,0.932,251.000,0.051,0.947,16.000,0.003,0.889,315.000,0.064,0.938,1919.000,0.387,0.921,2738.000,0.552,0.935,203.000,0.041,0.935,26.000,0.005,0.929,74.000,0.015,0.914,2417.000,0.487,0.922,2454.000,0.495,0.936,44.000,0.009,0.936,16.000,0.003,1.000,29.000,0.006,0.967,1583.000,0.319,0.920,2879.000,0.580,0.934,256.000,0.052,0.938,28.000,0.006,0.966,214.000,0.043,0.930,1250.000,0.252,0.914,3028.000,0.610,0.932,309.000,0.062,0.951,38.000,0.008,0.974,335.000,0.068,0.941
Interino,34.000,0.215,0.033,101.000,0.639,0.031,14.000,0.089,0.026,0.000,0.000,0.000,9.000,0.057,0.023,40.000,0.253,0.029,106.000,0.671,0.032,8.000,0.051,0.022,1.000,0.006,0.022,3.000,0.019,0.013,54.000,0.342,0.030,95.000,0.601,0.030,7.000,0.044,0.027,0.000,0.000,0.000,2.000,0.013,0.021,62.000,0.392,0.029,91.000,0.576,0.031,5.000,0.032,0.034,0.000,0.000,0.000,0.000,0.000,0.000,44.000,0.278,0.034,102.000,0.646,0.030,7.000,0.044,0.026,0.000,0.000,0.000,5.000,0.032,0.015,74.000,0.468,0.036,77.000,0.487,0.026,6.000,0.038,0.028,0.000,0.000,0.000,1.000,0.006,0.012,87.000,0.551,0.033,69.000,0.437,0.026,1.000,0.006,0.021,0.000,0.000,0.000,1.000,0.006,0.033,63.000,0.399,0.037,86.000,0.544,0.028,4.000,0.025,0.015,1.000,0.006,0.034,4.000,0.025,0.017,52.000,0.329,0.038,95.000,0.601,0.029,7.000,0.044,0.022,0.000,0.000,0.000,4.000,0.025,0.011
Tiempo fijo,22.000,0.234,0.021,61.000,0.649,0.018,6.000,0.064,0.011,1.000,0.011,0.014,4.000,0.043,0.010,28.000,0.298,0.021,54.000,0.574,0.016,7.000,0.074,0.020,1.000,0.011,0.022,4.000,0.043,0.018,31.000,0.330,0.017,56.000,0.596,0.018,3.000,0.032,0.012,2.000,0.021,0.063,2.000,0.021,0.021,43.000,0.457,0.020,44.000,0.468,0.015,2.000,0.021,0.013,1.000,0.011,0.053,4.000,0.043,0.050,31.000,0.330,0.024,51.000,0.543,0.015,3.000,0.032,0.011,1.000,0.011,0.056,8.000,0.085,0.024,43.000,0.457,0.021,44.000,0.468,0.015,4.000,0.043,0.018,1.000,0.011,0.036,2.000,0.021,0.025,52.000,0.553,0.020,42.000,0.447,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.340,0.019,51.000,0.543,0.017,5.000,0.053,0.018,0.000,0.000,0.000,6.000,0.064,0.026,33.000,0.351,0.024,49.000,0.521,0.015,3.000,0.032,0.009,0.000,0.000,0.000,9.000,0.096,0.025
No tengo nombramiento,6.000,0.188,0.006,23.000,0.719,0.007,1.000,0.031,0.002,1.000,0.031,0.014,1.000,0.031,0.003,10.000,0.313,0.007,20.000,0.625,0.006,2.000,0.063,0.006,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.250,0.004,21.000,0.656,0.007,2.000,0.063,0.008,0.000,0.000,0.000,1.000,0.031,0.010,14.000,0.438,0.006,17.000,0.531,0.006,1.000,0.031,0.007,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.313,0.008,19.000,0.594,0.006,1.000,0.031,0.004,0.000,0.000,0.000,2.000,0.063,0.006,12.000,0.375,0.006,17.000,0.531,0.006,2.000,0.063,0.009,0.000,0.000,0.000,1.000,0.031,0.012,16.000,0.500,0.006,15.000,0.469,0.006,1.000,0.031,0.021,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.344,0.006,18.000,0.563,0.006,2.000,0.063,0.007,0.000,0.000,0.000,1.000,0.031,0.004,11.000,0.344,0.008,21.000,0.656,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Otro,21.000,0.226,0.020,59.000,0.634,0.018,8.000,0.086,0.015,1.000,0.011,0.014,4.000,0.043,0.010,23.000,0.247,0.017,64.000,0.688,0.019,4.000,0.043,0.011,0.000,0.000,0.000,2.000,0.022,0.009,30.000,0.323,0.017,60.000,0.645,0.019,2.000,0.022,0.008,0.000,0.000,0.000,1.000,0.011,0.010,36.000,0.387,0.017,53.000,0.570,0.018,3.000,0.032,0.020,0.000,0.000,0.000,1.000,0.011,0.013,25.000,0.269,0.019,58.000,0.624,0.017,3.000,0.032,0.011,1.000,0.011,0.056,6.000,0.065,0.018,35.000,0.376,0.017,52.000,0.559,0.018,2.000,0.022,0.009,1.000,0.011,0.036,3.000,0.032,0.037,50.000,0.538,0.019,42.000,0.452,0.016,1.000,0.011,0.021,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.344,0.019,50.000,0.538,0.016,6.000,0.065,0.022,0.000,0.000,0.000,5.000,0.054,0.022,22.000,0.237,0.016,56.000,0.602,0.017,6.000,0.065,0.018,1.000,0.011,0.026,8.000,0.086,0.022
GENERAL PÚBLICA,971.000,0.193,0.934,3100.000,0.618,0.939,508.000,0.101,0.951,68.000,0.014,0.971,372.000,0.074,0.951,1277.000,0.254,0.938,3140.000,0.626,0.939,343.000,0.068,0.958,45.000,0.009,0.978,214.000,0.043,0.943,1684.000,0.336,0.937,2964.000,0.591,0.939,245.000,0.049,0.961,31.000,0.006,0.969,95.000,0.019,0.979,2050.000,0.408,0.944,2732.000,0.544,0.937,142.000,0.028,0.953,19.000,0.004,1.000,76.000,0.015,0.950,1221.000,0.243,0.931,3211.000,0.640,0.943,253.000,0.050,0.955,18.000,0.004,1.000,316.000,0.063,0.940,1958.000,0.390,0.940,2749.000,0.548,0.939,210.000,0.042,0.968,25.000,0.005,0.893,78.000,0.016,0.963,2474.000,0.493,0.944,2458.000,0.490,0.937,43.000,0.009,0.915,15.000,0.003,0.938,30.000,0.006,1.000,1605.000,0.320,0.933,2900.000,0.578,0.940,263.000,0.052,0.963,29.000,0.006,1.000,223.000,0.044,0.970,1273.000,0.254,0.931,3054.000,0.608,0.940,314.000,0.063,0.966,37.000,0.007,0.949,342.000,0.068,0.961
INDÍGENAS,69.000,0.218,0.066,201.000,0.634,0.061,26.000,0.082,0.049,2.000,0.006,0.029,19.000,0.060,0.049,85.000,0.268,0.062,203.000,0.640,0.061,15.000,0.047,0.042,1.000,0.003,0.022,13.000,0.041,0.057,113.000,0.356,0.063,191.000,0.603,0.061,10.000,0.032,0.039,1.000,0.003,0.031,2.000,0.006,0.021,122.000,0.385,0.056,184.000,0.580,0.063,7.000,0.022,0.047,0.000,0.000,0.000,4.000,0.013,0.050,90.000,0.284,0.069,195.000,0.615,0.057,12.000,0.038,0.045,0.000,0.000,0.000,20.000,0.063,0.060,125.000,0.394,0.060,179.000,0.565,0.061,7.000,0.022,0.032,3.000,0.009,0.107,3.000,0.009,0.037,148.000,0.467,0.056,164.000,0.517,0.063,4.000,0.013,0.085,1.000,0.003,0.063,0.000,0.000,0.000,116.000,0.366,0.067,184.000,0.580,0.060,10.000,0.032,0.037,0.000,0.000,0.000,7.000,0.022,0.030,95.000,0.300,0.069,195.000,0.615,0.060,11.000,0.035,0.034,2.000,0.006,0.051,14.000,0.044,0.039
Total,1040.000,0.195,1.000,3301.000,0.619,1.000,534.000,0.100,1.000,70.000,0.013,1.000,391.000,0.073,1.000,1362.000,0.255,1.000,3343.000,0.626,1.000,358.000,0.067,1.000,46.000,0.009,1.000,227.000,0.043,1.000,1797.000,0.337,1.000,3155.000,0.591,1.000,255.000,0.048,1.000,32.000,0.006,1.000,97.000,0.018,1.000,2172.000,0.407,1.000,2916.000,0.546,1.000,149.000,0.028,1.000,19.000,0.004,1.000,80.000,0.015,1.000,1311.000,0.246,1.000,3406.000,0.638,1.000,265.000,0.050,1.000,18.000,0.003,1.000,336.000,0.063,1.000,2083.000,0.390,1.000,2928.000,0.549,1.000,217.000,0.041,1.000,28.000,0.005,1.000,81.000,0.015,1.000,2622.000,0.491,1.000,2622.000,0.491,1.000,47.000,0.009,1.000,16.000,0.003,1.000,30.000,0.006,1.000,1721.000,0.322,1.000,3084.000,0.578,1.000,273.000,0.051,1.000,29.000,0.005,1.000,230.000,0.043,1.000,1368.000,0.256,1.000,3249.000,0.609,1.000,325.000,0.061,1.000,39.000,0.007,1.000,356.000,0.067,1.000
