Entidad,B4-A-Siempre-Recuento,B4-A-Siempre-% del N de fila,B4-A-Siempre-% de N columnas,B4-A-Muchas veces-Recuento,B4-A-Muchas veces-% del N de fila,B4-A-Muchas veces-% de N columnas,B4-A-Pocas veces-Recuento,B4-A-Pocas veces-% del N de fila,B4-A-Pocas veces-% de N columnas,B4-A-Nunca-Recuento,B4-A-Nunca-% del N de fila,B4-A-Nunca-% de N columnas,B4-B-Siempre-Recuento,B4-B-Siempre-% del N de fila,B4-B-Siempre-% de N columnas,B4-B-Muchas veces-Recuento,B4-B-Muchas veces-% del N de fila,B4-B-Muchas veces-% de N columnas,B4-B-Pocas veces-Recuento,B4-B-Pocas veces-% del N de fila,B4-B-Pocas veces-% de N columnas,B4-B-Nunca-Recuento,B4-B-Nunca-% del N de fila,B4-B-Nunca-% de N columnas,B4-C-Siempre-Recuento,B4-C-Siempre-% del N de fila,B4-C-Siempre-% de N columnas,B4-C-Muchas veces-Recuento,B4-C-Muchas veces-% del N de fila,B4-C-Muchas veces-% de N columnas,B4-C-Pocas veces-Recuento,B4-C-Pocas veces-% del N de fila,B4-C-Pocas veces-% de N columnas,B4-C-Nunca-Recuento,B4-C-Nunca-% del N de fila,B4-C-Nunca-% de N columnas,B4-D-Siempre-Recuento,B4-D-Siempre-% del N de fila,B4-D-Siempre-% de N columnas,B4-D-Muchas veces-Recuento,B4-D-Muchas veces-% del N de fila,B4-D-Muchas veces-% de N columnas,B4-D-Pocas veces-Recuento,B4-D-Pocas veces-% del N de fila,B4-D-Pocas veces-% de N columnas,B4-D-Nunca-Recuento,B4-D-Nunca-% del N de fila,B4-D-Nunca-% de N columnas,B4-E-Siempre-Recuento,B4-E-Siempre-% del N de fila,B4-E-Siempre-% de N columnas,B4-E-Muchas veces-Recuento,B4-E-Muchas veces-% del N de fila,B4-E-Muchas veces-% de N columnas,B4-E-Pocas veces-Recuento,B4-E-Pocas veces-% del N de fila,B4-E-Pocas veces-% de N columnas,B4-E-Nunca-Recuento,B4-E-Nunca-% del N de fila,B4-E-Nunca-% de N columnas,B4-F-Siempre-Recuento,B4-F-Siempre-% del N de fila,B4-F-Siempre-% de N columnas,B4-F-Muchas veces-Recuento,B4-F-Muchas veces-% del N de fila,B4-F-Muchas veces-% de N columnas,B4-F-Pocas veces-Recuento,B4-F-Pocas veces-% del N de fila,B4-F-Pocas veces-% de N columnas,B4-F-Nunca-Recuento,B4-F-Nunca-% del N de fila,B4-F-Nunca-% de N columnas,B4-G-Siempre-Recuento,B4-G-Siempre-% del N de fila,B4-G-Siempre-% de N columnas,B4-G-Muchas veces-Recuento,B4-G-Muchas veces-% del N de fila,B4-G-Muchas veces-% de N columnas,B4-G-Pocas veces-Recuento,B4-G-Pocas veces-% del N de fila,B4-G-Pocas veces-% de N columnas,B4-G-Nunca-Recuento,B4-G-Nunca-% del N de fila,B4-G-Nunca-% de N columnas,B4-H-Siempre-Recuento,B4-H-Siempre-% del N de fila,B4-H-Siempre-% de N columnas,B4-H-Muchas veces-Recuento,B4-H-Muchas veces-% del N de fila,B4-H-Muchas veces-% de N columnas,B4-H-Pocas veces-Recuento,B4-H-Pocas veces-% del N de fila,B4-H-Pocas veces-% de N columnas,B4-H-Nunca-Recuento,B4-H-Nunca-% del N de fila,B4-H-Nunca-% de N columnas,B4-I-Siempre-Recuento,B4-I-Siempre-% del N de fila,B4-I-Siempre-% de N columnas,B4-I-Muchas veces-Recuento,B4-I-Muchas veces-% del N de fila,B4-I-Muchas veces-% de N columnas,B4-I-Pocas veces-Recuento,B4-I-Pocas veces-% del N de fila,B4-I-Pocas veces-% de N columnas,B4-I-Nunca-Recuento,B4-I-Nunca-% del N de fila,B4-I-Nunca-% de N columnas,B4-J-Siempre-Recuento,B4-J-Siempre-% del N de fila,B4-J-Siempre-% de N columnas,B4-J-Muchas veces-Recuento,B4-J-Muchas veces-% del N de fila,B4-J-Muchas veces-% de N columnas,B4-J-Pocas veces-Recuento,B4-J-Pocas veces-% del N de fila,B4-J-Pocas veces-% de N columnas,B4-J-Nunca-Recuento,B4-J-Nunca-% del N de fila,B4-J-Nunca-% de N columnas,B4-K-Siempre-Recuento,B4-K-Siempre-% del N de fila,B4-K-Siempre-% de N columnas,B4-K-Muchas veces-Recuento,B4-K-Muchas veces-% del N de fila,B4-K-Muchas veces-% de N columnas,B4-K-Pocas veces-Recuento,B4-K-Pocas veces-% del N de fila,B4-K-Pocas veces-% de N columnas,B4-K-Nunca-Recuento,B4-K-Nunca-% del N de fila,B4-K-Nunca-% de N columnas
Hombre,1049.00,0.57,0.42,676.00,0.37,0.47,126.00,0.07,0.43,1.00,0.00,0.20,1218.00,0.66,0.42,607.00,0.33,0.48,25.00,0.01,0.28,2.00,0.00,0.33,141.00,0.08,0.50,189.00,0.10,0.53,937.00,0.51,0.50,585.00,0.32,0.34,881.00,0.48,0.39,774.00,0.42,0.49,191.00,0.10,0.48,6.00,0.00,0.43,929.00,0.50,0.41,795.00,0.43,0.47,125.00,0.07,0.44,3.00,0.00,0.33,104.00,0.06,0.47,145.00,0.08,0.44,808.00,0.44,0.47,795.00,0.43,0.40,1057.00,0.57,0.43,703.00,0.38,0.46,81.00,0.04,0.37,11.00,0.01,0.42,828.00,0.45,0.43,853.00,0.46,0.44,165.00,0.09,0.43,6.00,0.00,0.35,930.00,0.50,0.43,778.00,0.42,0.45,139.00,0.08,0.37,5.00,0.00,0.26,1006.00,0.54,0.41,755.00,0.41,0.48,89.00,0.05,0.41,2.00,0.00,0.29,1010.00,0.55,0.41,757.00,0.41,0.48,84.00,0.05,0.42,1.00,0.00,0.25
Mujer,1453.00,0.61,0.58,777.00,0.32,0.54,166.00,0.07,0.57,4.00,0.00,0.80,1667.00,0.70,0.58,665.00,0.28,0.52,64.00,0.03,0.72,4.00,0.00,0.67,141.00,0.06,0.50,166.00,0.07,0.47,948.00,0.40,0.50,1145.00,0.48,0.66,1377.00,0.57,0.61,808.00,0.34,0.51,207.00,0.09,0.52,8.00,0.00,0.57,1324.00,0.55,0.59,911.00,0.38,0.53,159.00,0.07,0.56,6.00,0.00,0.67,117.00,0.05,0.53,183.00,0.08,0.56,902.00,0.38,0.53,1198.00,0.50,0.60,1420.00,0.59,0.57,825.00,0.34,0.54,140.00,0.06,0.63,15.00,0.01,0.58,1095.00,0.46,0.57,1073.00,0.45,0.56,221.00,0.09,0.57,11.00,0.01,0.65,1214.00,0.51,0.57,935.00,0.39,0.55,237.00,0.10,0.63,14.00,0.01,0.74,1449.00,0.60,0.59,820.00,0.34,0.52,126.00,0.05,0.59,5.00,0.00,0.71,1454.00,0.61,0.59,825.00,0.34,0.52,118.00,0.05,0.58,3.00,0.00,0.75
18 a 20 años,4.00,0.40,0.00,4.00,0.40,0.00,2.00,0.20,0.01,0.00,0.00,0.00,7.00,0.70,0.00,3.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.10,0.00,1.00,0.10,0.00,6.00,0.60,0.00,2.00,0.20,0.00,3.00,0.30,0.00,6.00,0.60,0.00,1.00,0.10,0.00,0.00,0.00,0.00,6.00,0.60,0.00,3.00,0.30,0.00,1.00,0.10,0.00,0.00,0.00,0.00,1.00,0.10,0.01,1.00,0.10,0.00,4.00,0.40,0.00,4.00,0.40,0.00,4.00,0.40,0.00,5.00,0.50,0.00,1.00,0.10,0.01,0.00,0.00,0.00,4.00,0.40,0.00,5.00,0.50,0.00,1.00,0.10,0.00,0.00,0.00,0.00,3.00,0.30,0.00,6.00,0.60,0.00,1.00,0.10,0.00,0.00,0.00,0.00,4.00,0.40,0.00,4.00,0.40,0.00,2.00,0.20,0.01,0.00,0.00,0.00,5.00,0.50,0.00,4.00,0.40,0.00,1.00,0.10,0.01,0.00,0.00,0.00
21 a 30 años,141.00,0.69,0.06,53.00,0.26,0.04,10.00,0.05,0.03,1.00,0.01,0.20,155.00,0.76,0.05,46.00,0.22,0.04,4.00,0.02,0.05,0.00,0.00,0.00,20.00,0.10,0.07,14.00,0.07,0.04,60.00,0.29,0.03,111.00,0.54,0.06,130.00,0.63,0.06,56.00,0.27,0.04,18.00,0.09,0.05,1.00,0.01,0.07,110.00,0.54,0.05,78.00,0.38,0.05,16.00,0.08,0.06,1.00,0.01,0.11,24.00,0.12,0.11,13.00,0.06,0.04,59.00,0.29,0.04,109.00,0.53,0.06,129.00,0.63,0.05,61.00,0.30,0.04,14.00,0.07,0.06,1.00,0.01,0.04,123.00,0.60,0.06,68.00,0.33,0.04,13.00,0.06,0.03,1.00,0.01,0.06,132.00,0.64,0.06,60.00,0.29,0.04,12.00,0.06,0.03,1.00,0.01,0.05,146.00,0.71,0.06,49.00,0.24,0.03,9.00,0.04,0.04,1.00,0.01,0.14,145.00,0.71,0.06,51.00,0.25,0.03,9.00,0.04,0.05,0.00,0.00,0.00
31 a 40 años,583.00,0.59,0.23,340.00,0.34,0.23,68.00,0.07,0.23,2.00,0.00,0.40,676.00,0.68,0.23,287.00,0.29,0.23,30.00,0.03,0.34,0.00,0.00,0.00,83.00,0.08,0.29,92.00,0.09,0.26,372.00,0.38,0.20,446.00,0.45,0.26,533.00,0.54,0.24,366.00,0.37,0.23,88.00,0.09,0.22,6.00,0.01,0.43,540.00,0.54,0.24,394.00,0.40,0.23,57.00,0.06,0.20,2.00,0.00,0.22,67.00,0.07,0.30,89.00,0.09,0.27,346.00,0.35,0.20,491.00,0.49,0.25,579.00,0.58,0.23,351.00,0.35,0.23,57.00,0.06,0.26,6.00,0.01,0.23,431.00,0.43,0.22,451.00,0.45,0.23,105.00,0.11,0.27,6.00,0.01,0.35,495.00,0.50,0.23,388.00,0.39,0.23,107.00,0.11,0.29,3.00,0.00,0.16,561.00,0.57,0.23,374.00,0.38,0.24,57.00,0.06,0.27,1.00,0.00,0.14,581.00,0.59,0.24,351.00,0.35,0.22,59.00,0.06,0.29,2.00,0.00,0.50
41 a 50 años,703.00,0.56,0.28,462.00,0.37,0.32,91.00,0.07,0.31,1.00,0.00,0.20,814.00,0.65,0.28,415.00,0.33,0.33,27.00,0.02,0.30,1.00,0.00,0.17,77.00,0.06,0.27,112.00,0.09,0.32,564.00,0.45,0.30,504.00,0.40,0.29,654.00,0.52,0.29,477.00,0.38,0.30,122.00,0.10,0.31,4.00,0.00,0.29,632.00,0.50,0.28,525.00,0.42,0.31,97.00,0.08,0.34,3.00,0.00,0.33,55.00,0.04,0.25,95.00,0.08,0.29,526.00,0.42,0.31,581.00,0.46,0.29,703.00,0.56,0.28,475.00,0.38,0.31,73.00,0.06,0.33,6.00,0.01,0.23,505.00,0.40,0.26,614.00,0.49,0.32,133.00,0.11,0.35,5.00,0.00,0.29,559.00,0.45,0.26,561.00,0.45,0.33,127.00,0.10,0.34,10.00,0.01,0.53,692.00,0.55,0.28,495.00,0.39,0.31,67.00,0.05,0.31,3.00,0.00,0.43,693.00,0.55,0.28,502.00,0.40,0.32,60.00,0.05,0.30,2.00,0.00,0.50
51 a 60 años,755.00,0.60,0.30,422.00,0.34,0.29,83.00,0.07,0.28,1.00,0.00,0.20,876.00,0.70,0.30,363.00,0.29,0.29,19.00,0.02,0.21,3.00,0.00,0.50,68.00,0.05,0.24,97.00,0.08,0.27,589.00,0.47,0.31,507.00,0.40,0.29,655.00,0.52,0.29,476.00,0.38,0.30,128.00,0.10,0.32,2.00,0.00,0.14,680.00,0.54,0.30,499.00,0.40,0.29,80.00,0.06,0.28,2.00,0.00,0.22,50.00,0.04,0.23,96.00,0.08,0.29,535.00,0.42,0.31,580.00,0.46,0.29,746.00,0.59,0.30,451.00,0.36,0.30,58.00,0.05,0.26,6.00,0.01,0.23,600.00,0.48,0.31,568.00,0.45,0.30,90.00,0.07,0.23,3.00,0.00,0.18,661.00,0.52,0.31,497.00,0.39,0.29,101.00,0.08,0.27,2.00,0.00,0.11,740.00,0.59,0.30,465.00,0.37,0.30,55.00,0.04,0.26,1.00,0.00,0.14,732.00,0.58,0.30,481.00,0.38,0.30,48.00,0.04,0.24,0.00,0.00,0.00
61 a 70 años,279.00,0.60,0.11,153.00,0.33,0.11,32.00,0.07,0.11,0.00,0.00,0.00,318.00,0.69,0.11,137.00,0.30,0.11,7.00,0.02,0.08,2.00,0.00,0.33,32.00,0.07,0.11,33.00,0.07,0.09,254.00,0.55,0.14,145.00,0.31,0.08,251.00,0.54,0.11,178.00,0.38,0.11,34.00,0.07,0.09,1.00,0.00,0.07,255.00,0.55,0.11,177.00,0.38,0.10,31.00,0.07,0.11,1.00,0.00,0.11,23.00,0.05,0.10,32.00,0.07,0.10,208.00,0.45,0.12,201.00,0.43,0.10,284.00,0.61,0.12,159.00,0.34,0.10,16.00,0.03,0.07,5.00,0.01,0.19,233.00,0.50,0.12,192.00,0.41,0.10,38.00,0.08,0.10,1.00,0.00,0.06,259.00,0.56,0.12,177.00,0.38,0.10,25.00,0.05,0.07,3.00,0.01,0.16,276.00,0.60,0.11,166.00,0.36,0.11,21.00,0.05,0.10,1.00,0.00,0.14,273.00,0.59,0.11,173.00,0.37,0.11,18.00,0.04,0.09,0.00,0.00,0.00
71 a 80 años,37.00,0.60,0.02,19.00,0.31,0.01,6.00,0.10,0.02,0.00,0.00,0.00,39.00,0.63,0.01,21.00,0.34,0.02,2.00,0.03,0.02,0.00,0.00,0.00,1.00,0.02,0.00,6.00,0.10,0.02,40.00,0.65,0.02,15.00,0.24,0.01,32.00,0.52,0.01,23.00,0.37,0.02,7.00,0.11,0.02,0.00,0.00,0.00,30.00,0.48,0.01,30.00,0.48,0.02,2.00,0.03,0.01,0.00,0.00,0.00,1.00,0.02,0.01,2.00,0.03,0.01,32.00,0.52,0.02,27.00,0.44,0.01,32.00,0.52,0.01,26.00,0.42,0.02,2.00,0.03,0.01,2.00,0.03,0.08,27.00,0.44,0.01,28.00,0.45,0.02,6.00,0.10,0.02,1.00,0.02,0.06,35.00,0.57,0.02,24.00,0.39,0.01,3.00,0.05,0.01,0.00,0.00,0.00,36.00,0.58,0.02,22.00,0.36,0.01,4.00,0.07,0.02,0.00,0.00,0.00,35.00,0.57,0.01,20.00,0.32,0.01,7.00,0.11,0.04,0.00,0.00,0.00
81 a 90 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91 a 99 años,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Preparatoria, bachillerato o carrera técnica",13.00,0.72,0.01,3.00,0.17,0.00,1.00,0.06,0.00,1.00,0.06,0.20,15.00,0.83,0.01,3.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.11,0.01,3.00,0.17,0.01,5.00,0.28,0.00,8.00,0.44,0.01,11.00,0.61,0.01,6.00,0.33,0.00,0.00,0.00,0.00,1.00,0.06,0.07,11.00,0.61,0.01,7.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.06,0.01,1.00,0.06,0.00,4.00,0.22,0.00,12.00,0.67,0.01,13.00,0.72,0.01,5.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.67,0.01,6.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.61,0.01,6.00,0.33,0.00,1.00,0.06,0.00,0.00,0.00,0.00,14.00,0.78,0.01,4.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.72,0.01,5.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Normal básica sin licenciatura,58.00,0.67,0.02,23.00,0.27,0.02,4.00,0.05,0.01,1.00,0.01,0.20,64.00,0.74,0.02,20.00,0.23,0.02,0.00,0.00,0.00,2.00,0.02,0.33,6.00,0.07,0.02,2.00,0.02,0.01,32.00,0.37,0.02,46.00,0.54,0.03,59.00,0.69,0.03,24.00,0.28,0.02,3.00,0.04,0.01,0.00,0.00,0.00,51.00,0.59,0.02,28.00,0.33,0.02,7.00,0.08,0.03,0.00,0.00,0.00,3.00,0.04,0.01,2.00,0.02,0.01,27.00,0.31,0.02,54.00,0.63,0.03,59.00,0.69,0.02,23.00,0.27,0.02,3.00,0.04,0.01,1.00,0.01,0.04,56.00,0.65,0.03,28.00,0.33,0.02,2.00,0.02,0.01,0.00,0.00,0.00,55.00,0.64,0.03,28.00,0.33,0.02,3.00,0.04,0.01,0.00,0.00,0.00,57.00,0.66,0.02,28.00,0.33,0.02,1.00,0.01,0.01,0.00,0.00,0.00,53.00,0.62,0.02,31.00,0.36,0.02,2.00,0.02,0.01,0.00,0.00,0.00
Normal superior,137.00,0.57,0.06,91.00,0.38,0.06,14.00,0.06,0.05,0.00,0.00,0.00,167.00,0.69,0.06,72.00,0.30,0.06,2.00,0.01,0.02,1.00,0.00,0.17,15.00,0.06,0.05,25.00,0.10,0.07,109.00,0.45,0.06,93.00,0.38,0.05,132.00,0.55,0.06,90.00,0.37,0.06,19.00,0.08,0.05,1.00,0.00,0.07,136.00,0.56,0.06,90.00,0.37,0.05,16.00,0.07,0.06,0.00,0.00,0.00,15.00,0.06,0.07,20.00,0.08,0.06,93.00,0.38,0.05,114.00,0.47,0.06,141.00,0.58,0.06,89.00,0.37,0.06,9.00,0.04,0.04,3.00,0.01,0.12,115.00,0.48,0.06,108.00,0.45,0.06,18.00,0.07,0.05,1.00,0.00,0.06,126.00,0.52,0.06,100.00,0.41,0.06,15.00,0.06,0.04,1.00,0.00,0.05,151.00,0.62,0.06,78.00,0.32,0.05,13.00,0.05,0.06,0.00,0.00,0.00,146.00,0.60,0.06,83.00,0.34,0.05,13.00,0.05,0.06,0.00,0.00,0.00
Normal Intercultural Bilingüe,3.00,0.60,0.00,2.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.60,0.00,2.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,1.00,0.20,0.00,1.00,0.20,0.00,2.00,0.40,0.00,4.00,0.80,0.00,1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,3.00,0.60,0.00,1.00,0.20,0.00,3.00,0.60,0.00,1.00,0.20,0.00,1.00,0.20,0.01,0.00,0.00,0.00,2.00,0.40,0.00,2.00,0.40,0.00,1.00,0.20,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.80,0.00,1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Licenciatura,1136.00,0.62,0.45,556.00,0.30,0.38,139.00,0.08,0.48,2.00,0.00,0.40,1291.00,0.70,0.45,495.00,0.27,0.39,45.00,0.03,0.51,2.00,0.00,0.33,112.00,0.06,0.40,130.00,0.07,0.37,718.00,0.39,0.38,873.00,0.48,0.51,1039.00,0.57,0.46,619.00,0.34,0.39,167.00,0.09,0.42,8.00,0.00,0.57,999.00,0.55,0.44,702.00,0.38,0.41,126.00,0.07,0.44,6.00,0.00,0.67,96.00,0.05,0.43,126.00,0.07,0.38,663.00,0.36,0.39,948.00,0.52,0.48,1103.00,0.60,0.45,623.00,0.34,0.41,95.00,0.05,0.43,12.00,0.01,0.46,888.00,0.48,0.46,781.00,0.43,0.41,155.00,0.09,0.40,9.00,0.01,0.53,988.00,0.54,0.46,668.00,0.36,0.39,172.00,0.09,0.46,5.00,0.00,0.26,1115.00,0.61,0.45,609.00,0.33,0.39,107.00,0.06,0.50,2.00,0.00,0.29,1126.00,0.61,0.46,609.00,0.33,0.39,96.00,0.05,0.48,2.00,0.00,0.50
Especialidad,27.00,0.55,0.01,20.00,0.41,0.01,2.00,0.04,0.01,0.00,0.00,0.00,31.00,0.63,0.01,18.00,0.37,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.04,0.01,9.00,0.18,0.03,24.00,0.49,0.01,14.00,0.29,0.01,26.00,0.53,0.01,17.00,0.35,0.01,6.00,0.12,0.02,0.00,0.00,0.00,30.00,0.61,0.01,14.00,0.29,0.01,5.00,0.10,0.02,0.00,0.00,0.00,2.00,0.04,0.01,6.00,0.12,0.02,23.00,0.47,0.01,18.00,0.37,0.01,29.00,0.59,0.01,17.00,0.35,0.01,3.00,0.06,0.01,0.00,0.00,0.00,17.00,0.35,0.01,27.00,0.55,0.01,5.00,0.10,0.01,0.00,0.00,0.00,21.00,0.43,0.01,26.00,0.53,0.02,2.00,0.04,0.01,0.00,0.00,0.00,27.00,0.55,0.01,21.00,0.43,0.01,1.00,0.02,0.01,0.00,0.00,0.00,27.00,0.55,0.01,20.00,0.41,0.01,2.00,0.04,0.01,0.00,0.00,0.00
Maestría,878.00,0.56,0.35,588.00,0.38,0.41,103.00,0.07,0.35,0.00,0.00,0.00,1012.00,0.65,0.35,521.00,0.33,0.41,35.00,0.02,0.39,1.00,0.00,0.17,108.00,0.07,0.38,133.00,0.09,0.38,758.00,0.48,0.40,570.00,0.36,0.33,750.00,0.48,0.33,659.00,0.42,0.42,157.00,0.10,0.39,3.00,0.00,0.21,767.00,0.49,0.34,702.00,0.45,0.41,97.00,0.06,0.34,3.00,0.00,0.33,81.00,0.05,0.37,131.00,0.08,0.40,709.00,0.45,0.42,648.00,0.41,0.33,865.00,0.55,0.35,612.00,0.39,0.40,83.00,0.05,0.38,9.00,0.01,0.35,632.00,0.40,0.33,769.00,0.49,0.40,163.00,0.10,0.42,5.00,0.00,0.29,715.00,0.46,0.33,703.00,0.45,0.41,140.00,0.09,0.37,11.00,0.01,0.58,826.00,0.53,0.34,673.00,0.43,0.43,65.00,0.04,0.30,5.00,0.00,0.71,848.00,0.54,0.34,654.00,0.42,0.41,65.00,0.04,0.32,2.00,0.00,0.50
Doctorado,243.00,0.56,0.10,165.00,0.38,0.11,28.00,0.06,0.10,0.00,0.00,0.00,293.00,0.67,0.10,137.00,0.31,0.11,6.00,0.01,0.07,0.00,0.00,0.00,35.00,0.08,0.12,51.00,0.12,0.14,229.00,0.53,0.12,121.00,0.28,0.07,230.00,0.53,0.10,163.00,0.37,0.10,42.00,0.10,0.11,1.00,0.00,0.07,246.00,0.56,0.11,159.00,0.37,0.09,31.00,0.07,0.11,0.00,0.00,0.00,23.00,0.05,0.10,39.00,0.09,0.12,181.00,0.42,0.11,193.00,0.44,0.10,257.00,0.59,0.10,154.00,0.35,0.10,25.00,0.06,0.11,0.00,0.00,0.00,194.00,0.45,0.10,199.00,0.46,0.10,41.00,0.09,0.11,2.00,0.01,0.12,215.00,0.49,0.10,178.00,0.41,0.10,41.00,0.09,0.11,2.00,0.01,0.11,252.00,0.58,0.10,157.00,0.36,0.10,27.00,0.06,0.13,0.00,0.00,0.00,240.00,0.55,0.10,173.00,0.40,0.11,23.00,0.05,0.11,0.00,0.00,0.00
Posdoctorado,7.00,0.50,0.00,5.00,0.36,0.00,1.00,0.07,0.00,1.00,0.07,0.20,9.00,0.64,0.00,4.00,0.29,0.00,1.00,0.07,0.01,0.00,0.00,0.00,1.00,0.07,0.00,1.00,0.07,0.00,9.00,0.64,0.01,3.00,0.21,0.00,7.00,0.50,0.00,3.00,0.21,0.00,4.00,0.29,0.01,0.00,0.00,0.00,8.00,0.57,0.00,4.00,0.29,0.00,2.00,0.14,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.14,0.01,7.00,0.50,0.00,5.00,0.36,0.00,7.00,0.50,0.00,4.00,0.29,0.00,2.00,0.14,0.01,1.00,0.07,0.04,7.00,0.50,0.00,6.00,0.43,0.00,1.00,0.07,0.00,0.00,0.00,0.00,8.00,0.57,0.00,4.00,0.29,0.00,2.00,0.14,0.01,0.00,0.00,0.00,8.00,0.57,0.00,5.00,0.36,0.00,1.00,0.07,0.01,0.00,0.00,0.00,7.00,0.50,0.00,6.00,0.43,0.00,1.00,0.07,0.01,0.00,0.00,0.00
Menor o igual a 10,1645.00,0.57,0.66,1028.00,0.36,0.71,210.00,0.07,0.72,4.00,0.00,0.80,1912.00,0.66,0.66,903.00,0.31,0.71,68.00,0.02,0.76,4.00,0.00,0.67,201.00,0.07,0.71,265.00,0.09,0.75,1259.00,0.44,0.67,1162.00,0.40,0.67,1488.00,0.52,0.66,1096.00,0.38,0.69,293.00,0.10,0.74,10.00,0.00,0.71,1476.00,0.51,0.66,1192.00,0.41,0.70,213.00,0.07,0.75,6.00,0.00,0.67,155.00,0.05,0.70,241.00,0.08,0.74,1145.00,0.40,0.67,1346.00,0.47,0.68,1645.00,0.57,0.66,1059.00,0.37,0.69,168.00,0.06,0.76,15.00,0.01,0.58,1222.00,0.42,0.64,1354.00,0.47,0.70,295.00,0.10,0.76,16.00,0.01,0.94,1386.00,0.48,0.65,1205.00,0.42,0.70,281.00,0.10,0.75,15.00,0.01,0.79,1594.00,0.55,0.65,1127.00,0.39,0.72,160.00,0.06,0.74,6.00,0.00,0.86,1625.00,0.56,0.66,1105.00,0.38,0.70,153.00,0.05,0.76,4.00,0.00,1.00
