Entidad,B3-A-Totalmente de acuerdo-Recuento,B3-A-Totalmente de acuerdo-% del N de fila,B3-A-Totalmente de acuerdo-% de N columnas,B3-A-De acuerdo-Recuento,B3-A-De acuerdo-% del N de fila,B3-A-De acuerdo-% de N columnas,B3-A-En desacuerdo-Recuento,B3-A-En desacuerdo-% del N de fila,B3-A-En desacuerdo-% de N columnas,B3-A-Totalmente en desacuerdo-Recuento,B3-A-Totalmente en desacuerdo-% del N de fila,B3-A-Totalmente en desacuerdo-% de N columnas,B3-B-Totalmente de acuerdo-Recuento,B3-B-Totalmente de acuerdo-% del N de fila,B3-B-Totalmente de acuerdo-% de N columnas,B3-B-De acuerdo-Recuento,B3-B-De acuerdo-% del N de fila,B3-B-De acuerdo-% de N columnas,B3-B-En desacuerdo-Recuento,B3-B-En desacuerdo-% del N de fila,B3-B-En desacuerdo-% de N columnas,B3-B-Totalmente en desacuerdo-Recuento,B3-B-Totalmente en desacuerdo-% del N de fila,B3-B-Totalmente en desacuerdo-% de N columnas,B3-C-Totalmente de acuerdo-Recuento,B3-C-Totalmente de acuerdo-% del N de fila,B3-C-Totalmente de acuerdo-% de N columnas,B3-C-De acuerdo-Recuento,B3-C-De acuerdo-% del N de fila,B3-C-De acuerdo-% de N columnas,B3-C-En desacuerdo-Recuento,B3-C-En desacuerdo-% del N de fila,B3-C-En desacuerdo-% de N columnas,B3-C-Totalmente en desacuerdo-Recuento,B3-C-Totalmente en desacuerdo-% del N de fila,B3-C-Totalmente en desacuerdo-% de N columnas,B3-D-Totalmente de acuerdo-Recuento,B3-D-Totalmente de acuerdo-% del N de fila,B3-D-Totalmente de acuerdo-% de N columnas,B3-D-De acuerdo-Recuento,B3-D-De acuerdo-% del N de fila,B3-D-De acuerdo-% de N columnas,B3-D-En desacuerdo-Recuento,B3-D-En desacuerdo-% del N de fila,B3-D-En desacuerdo-% de N columnas,B3-D-Totalmente en desacuerdo-Recuento,B3-D-Totalmente en desacuerdo-% del N de fila,B3-D-Totalmente en desacuerdo-% de N columnas,B3-E-Totalmente de acuerdo-Recuento,B3-E-Totalmente de acuerdo-% del N de fila,B3-E-Totalmente de acuerdo-% de N columnas,B3-E-De acuerdo-Recuento,B3-E-De acuerdo-% del N de fila,B3-E-De acuerdo-% de N columnas,B3-E-En desacuerdo-Recuento,B3-E-En desacuerdo-% del N de fila,B3-E-En desacuerdo-% de N columnas,B3-E-Totalmente en desacuerdo-Recuento,B3-E-Totalmente en desacuerdo-% del N de fila,B3-E-Totalmente en desacuerdo-% de N columnas
Normal Intercultural Bilingüe,2.00,0.40,0.00,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.60,0.00,2.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.80,0.00,1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.60,0.00,2.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.60,0.00,1.00,0.20,0.00,1.00,0.20,0.01,0.00,0.00,0.00
Licenciatura,919.00,0.50,0.39,877.00,0.48,0.48,34.00,0.02,0.43,4.00,0.00,0.44,1050.00,0.57,0.40,767.00,0.42,0.48,14.00,0.01,0.39,3.00,0.00,0.50,1068.00,0.58,0.41,751.00,0.41,0.47,15.00,0.01,0.41,0.00,0.00,0.00,948.00,0.52,0.40,848.00,0.46,0.47,36.00,0.02,0.44,2.00,0.00,0.40,854.00,0.47,0.40,871.00,0.48,0.46,97.00,0.05,0.50,12.00,0.01,0.43
Especialidad,24.00,0.49,0.01,18.00,0.37,0.01,7.00,0.14,0.09,0.00,0.00,0.00,34.00,0.69,0.01,15.00,0.31,0.01,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.61,0.01,19.00,0.39,0.01,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.45,0.01,25.00,0.51,0.01,2.00,0.04,0.03,0.00,0.00,0.00,24.00,0.49,0.01,23.00,0.47,0.01,2.00,0.04,0.01,0.00,0.00,0.00
Maestría,953.00,0.61,0.41,591.00,0.38,0.33,22.00,0.01,0.28,3.00,0.00,0.33,1034.00,0.66,0.40,520.00,0.33,0.33,12.00,0.01,0.33,3.00,0.00,0.50,1020.00,0.65,0.39,533.00,0.34,0.34,12.00,0.01,0.32,4.00,0.00,0.80,924.00,0.59,0.39,616.00,0.39,0.34,27.00,0.02,0.33,2.00,0.00,0.40,839.00,0.54,0.40,661.00,0.42,0.35,56.00,0.04,0.29,13.00,0.01,0.46
Doctorado,277.00,0.64,0.12,148.00,0.34,0.08,9.00,0.02,0.11,2.00,0.01,0.22,295.00,0.68,0.11,135.00,0.31,0.09,6.00,0.01,0.17,0.00,0.00,0.00,299.00,0.69,0.11,129.00,0.30,0.08,7.00,0.02,0.19,1.00,0.00,0.20,273.00,0.63,0.12,154.00,0.35,0.09,9.00,0.02,0.11,0.00,0.00,0.00,248.00,0.57,0.12,165.00,0.38,0.09,22.00,0.05,0.11,1.00,0.00,0.04
Posdoctorado,9.00,0.64,0.00,5.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.50,0.00,7.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.57,0.00,6.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.57,0.00,6.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.50,0.00,7.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Menor o igual a 10,1607.00,0.56,0.68,1217.00,0.42,0.67,57.00,0.02,0.72,7.00,0.00,0.78,1789.00,0.62,0.68,1075.00,0.37,0.68,23.00,0.01,0.64,1.00,0.00,0.17,1791.00,0.62,0.68,1072.00,0.37,0.67,21.00,0.01,0.57,4.00,0.00,0.80,1591.00,0.55,0.68,1233.00,0.43,0.68,61.00,0.02,0.75,3.00,0.00,0.60,1456.00,0.50,0.69,1284.00,0.45,0.67,130.00,0.05,0.66,18.00,0.01,0.64
11 a 20,496.00,0.56,0.21,379.00,0.42,0.21,16.00,0.02,0.20,2.00,0.00,0.22,554.00,0.62,0.21,326.00,0.37,0.21,8.00,0.01,0.22,5.00,0.01,0.83,555.00,0.62,0.21,328.00,0.37,0.21,9.00,0.01,0.24,1.00,0.00,0.20,518.00,0.58,0.22,361.00,0.40,0.20,13.00,0.02,0.16,1.00,0.00,0.20,453.00,0.51,0.21,393.00,0.44,0.21,39.00,0.04,0.20,8.00,0.01,0.29
21 a 30,250.00,0.53,0.11,216.00,0.46,0.12,6.00,0.01,0.08,0.00,0.00,0.00,275.00,0.58,0.11,192.00,0.41,0.12,5.00,0.01,0.14,0.00,0.00,0.00,273.00,0.58,0.10,192.00,0.41,0.12,7.00,0.02,0.19,0.00,0.00,0.00,243.00,0.52,0.10,221.00,0.47,0.12,7.00,0.02,0.09,1.00,0.00,0.20,216.00,0.46,0.10,227.00,0.48,0.12,27.00,0.06,0.14,2.00,0.00,0.07
31 a 40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41 a 50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mayor o igual a 51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Definitivo o base,1938.00,0.58,0.82,1341.00,0.40,0.74,59.00,0.02,0.75,8.00,0.00,0.89,2140.00,0.64,0.82,1174.00,0.35,0.74,27.00,0.01,0.75,5.00,0.00,0.83,2113.00,0.63,0.81,1199.00,0.36,0.75,29.00,0.01,0.78,5.00,0.00,1.00,1919.00,0.57,0.82,1363.00,0.41,0.75,59.00,0.02,0.73,5.00,0.00,1.00,1729.00,0.52,0.81,1445.00,0.43,0.76,150.00,0.05,0.77,22.00,0.01,0.79
Interino,71.00,0.53,0.03,60.00,0.45,0.03,3.00,0.02,0.04,0.00,0.00,0.00,77.00,0.58,0.03,55.00,0.41,0.04,2.00,0.02,0.06,0.00,0.00,0.00,80.00,0.60,0.03,53.00,0.40,0.03,1.00,0.01,0.03,0.00,0.00,0.00,69.00,0.52,0.03,60.00,0.45,0.03,5.00,0.04,0.06,0.00,0.00,0.00,61.00,0.46,0.03,64.00,0.48,0.03,8.00,0.06,0.04,1.00,0.01,0.04
No tengo nombramiento,196.00,0.42,0.08,254.00,0.55,0.14,11.00,0.02,0.14,1.00,0.00,0.11,233.00,0.50,0.09,224.00,0.49,0.14,4.00,0.01,0.11,1.00,0.00,0.17,250.00,0.54,0.10,208.00,0.45,0.13,4.00,0.01,0.11,0.00,0.00,0.00,213.00,0.46,0.09,241.00,0.52,0.13,8.00,0.02,0.10,0.00,0.00,0.00,199.00,0.43,0.09,237.00,0.51,0.12,22.00,0.05,0.11,4.00,0.01,0.14
Otro,148.00,0.48,0.06,157.00,0.51,0.09,6.00,0.02,0.08,0.00,0.00,0.00,168.00,0.54,0.06,140.00,0.45,0.09,3.00,0.01,0.08,0.00,0.00,0.00,176.00,0.57,0.07,132.00,0.42,0.08,3.00,0.01,0.08,0.00,0.00,0.00,151.00,0.49,0.06,151.00,0.49,0.08,9.00,0.03,0.11,0.00,0.00,0.00,136.00,0.44,0.06,158.00,0.51,0.08,16.00,0.05,0.08,1.00,0.00,0.04
GENERAL PÚBLICA,1546.00,0.56,0.66,1174.00,0.42,0.65,55.00,0.02,0.70,5.00,0.00,0.56,1730.00,0.62,0.66,1027.00,0.37,0.65,20.00,0.01,0.56,3.00,0.00,0.50,1728.00,0.62,0.66,1028.00,0.37,0.65,22.00,0.01,0.60,2.00,0.00,0.40,1548.00,0.56,0.66,1177.00,0.42,0.65,52.00,0.02,0.64,3.00,0.00,0.60,1415.00,0.51,0.67,1211.00,0.44,0.64,136.00,0.05,0.69,18.00,0.01,0.64
INDÍGENAS,145.00,0.39,0.06,213.00,0.58,0.12,10.00,0.03,0.13,1.00,0.00,0.11,171.00,0.46,0.07,190.00,0.52,0.12,7.00,0.02,0.19,1.00,0.00,0.17,182.00,0.49,0.07,178.00,0.48,0.11,8.00,0.02,0.22,1.00,0.00,0.20,160.00,0.43,0.07,200.00,0.54,0.11,8.00,0.02,0.10,1.00,0.00,0.20,132.00,0.36,0.06,211.00,0.57,0.11,23.00,0.06,0.12,3.00,0.01,0.11
TÉCNICA,377.00,0.67,0.16,177.00,0.32,0.10,5.00,0.01,0.06,2.00,0.00,0.22,397.00,0.71,0.15,159.00,0.28,0.10,5.00,0.01,0.14,0.00,0.00,0.00,386.00,0.69,0.15,169.00,0.30,0.11,5.00,0.01,0.14,1.00,0.00,0.20,350.00,0.62,0.15,200.00,0.36,0.11,10.00,0.02,0.12,1.00,0.00,0.20,331.00,0.59,0.16,211.00,0.38,0.11,17.00,0.03,0.09,2.00,0.00,0.07
TELESECUNDARIA,285.00,0.53,0.12,248.00,0.46,0.14,9.00,0.02,0.11,1.00,0.00,0.11,320.00,0.59,0.12,217.00,0.40,0.14,4.00,0.01,0.11,2.00,0.00,0.33,323.00,0.60,0.12,217.00,0.40,0.14,2.00,0.00,0.05,1.00,0.00,0.20,294.00,0.54,0.13,238.00,0.44,0.13,11.00,0.02,0.14,0.00,0.00,0.00,247.00,0.46,0.12,271.00,0.50,0.14,20.00,0.04,0.10,5.00,0.01,0.18
Total,2353.00,0.55,1.00,1812.00,0.43,1.00,79.00,0.02,1.00,9.00,0.00,1.00,2618.00,0.62,1.00,1593.00,0.38,1.00,36.00,0.01,1.00,6.00,0.00,1.00,2619.00,0.62,1.00,1592.00,0.37,1.00,37.00,0.01,1.00,5.00,0.00,1.00,2352.00,0.55,1.00,1815.00,0.43,1.00,81.00,0.02,1.00,5.00,0.00,1.00,2125.00,0.50,1.00,1904.00,0.45,1.00,196.00,0.05,1.00,28.00,0.01,1.00
